pan,B73,B97,CML103,CML322,CML69,HP301,Il14H,Ki11,Ki3,Ky21,M37W,Mo18W,Ms71,NC350,NC358,Oh43,Oh7B,P39,Tx303,Tzi8
pan_gene_67172,NA,NA,NA,NA,2.89498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_672,32.1993,33.4836,31.964,NA,19.0002,37.4493,29.5883,39.7669,23.6921,22.2363,19.1687,22.6351,26.2185,27.8813,37.1838,23.6052,30.2651,28.3308,25.7685,35.1026
pan_gene_67234,NA,NA,NA,NA,NA,NA,0.814884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55729,NA,NA
pan_gene_67263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52306,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_674,12.9256,14.1393,14.5652,9.72839,12.1936,14.9032,11.5883,14.9232,8.85275,9.69542,13.6174,19.5236,13.0432,11.4058,14.8107,10.4366,12.1824,8.14483,9.99544,11.2593
pan_gene_67402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109113,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6747,NA,NA,NA,29.1919,NA,NA,47.2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7682,34.5187,NA,NA
pan_gene_675,3.70239,4.84935,4.99927,3.51536,4.21889,3.16103,5.18611,5.07588,3.48883,2.44297,4.94105,3.24496,2.89171,3.64741,3.69148,2.97833,4.2166,5.98328,4.06515,2.51781
pan_gene_67522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6756,0,NA,0,0.0900433,0,0,0,0,0,0,0,0,0,NA,0,0,1.41103,0,2.31469,0.615552
pan_gene_6759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_676,0.447556,0.407542,0.048171,0.689476,0.366602,NA,0.122758,0.317857,0,0.985441,0.418229,0.208649,2.37319,0.804812,0.609944,4.23317,0.247161,2.48373,0.498915,0.0900033
pan_gene_6760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6765,0,0,NA,0,NA,0,NA,0,0,NA,NA,0,0.082996,0.00799043,0,0,NA,0,NA,NA
pan_gene_6766,0,0,NA,0,0,0.260722,0,NA,0,0,0,NA,NA,NA,NA,0,0.074697,0,NA,NA
pan_gene_6767,32.5519,26.0653,38.1659,29.4529,33.6795,31.3471,37.5911,31.695,31.1361,26.465,35.1273,34.2955,27.2295,35.8575,32.9741,28.1982,32.4193,40.5049,37.7203,37.2741
pan_gene_67676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5711,8.2085,NA
pan_gene_6768,19.7622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6769,NA,0.0164093,0.00468987,0.0144543,NA,0.00939548,NA,0,0,1.40738,0.0216418,0,0.00381335,0.00972022,0,0.0198283,0.0173862,0,0.0164888,NA
pan_gene_677,2.86419,3.82153,4.13357,3.44675,4.2244,3.1933,3.88071,NA,3.16609,2.32703,4.18863,NA,2.61371,4.04401,NA,2.41226,2.84441,2.65277,2.9703,2.97501
pan_gene_67715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6772,0,0,0.0491694,0,0,0,0,0,0,0,0,0.0796999,0,0,0.0834873,0,0,0,0,0
pan_gene_6773,0,NA,0,0,0.104484,0,0.0344158,NA,NA,NA,0.0724413,0.0942462,0.029195,NA,0.0207284,NA,NA,0,NA,0
pan_gene_67735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6777,0.0456163,0,0.045046,0,0.0335236,0,0,0,0,0,0,0,0,0,0.0781638,0,0,0,0.0379059,0
pan_gene_67772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6778,0,0,0,0,0,0,0,0.0697218,0,0,0,0.033055,0,0,0,0.0255771,0.139472,0,0,0.0735202
pan_gene_67781,NA,NA,NA,NA,NA,NA,NA,NA,12.2868,NA,20.8085,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_678,0.489909,0,0,0.021427,0,0,0.0780973,0,0.109043,0,0,0,0.278893,0.0675764,0.180934,1.29489,0.049681,0.0448778,0.049074,0
pan_gene_6780,2.40613,0.625315,1.16561,1.83577,1.47654,1.39248,0.915649,0.83202,0.770964,2.53845,0.797383,3.18013,2.27603,2.10493,2.6172,3.79883,3.90658,2.86992,3.28687,2.07033
pan_gene_6781,NA,NA,NA,NA,NA,NA,NA,NA,6.55283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6784,NA,NA,NA,NA,NA,NA,3.03442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6786,17.406,15.872,21.1863,11.9577,11.4752,20.968,8.67948,12.9611,7.38623,26.6222,6.5717,17.5983,24.3134,15.0633,22.7032,32.9955,31.647,19.8337,12.4261,16.6155
pan_gene_67875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6788,8.75644,NA,29.3815,NA,23.8975,NA,NA,21.5693,14.7505,19.6878,18.5685,NA,16.6422,15.1838,17.478,17.1509,NA,3.61276,NA,17.9437
pan_gene_6789,1.36685,0.890308,2.09682,1.85477,1.68764,2.32942,1.76184,1.84211,1.32222,1.39398,1.35754,1.77967,1.99614,1.55006,1.96538,1.73672,1.67161,1.75035,1.74598,1.60765
pan_gene_679,41.2019,60.4762,62.2853,55.7621,82.0462,46.1493,45.6229,67.1058,74.5472,42.7987,42.7334,44.4699,35.9825,68.1131,54.0819,42.0319,51.6482,46.291,51.5309,66.2387
pan_gene_67901,NA,2.19193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.209705,NA,NA,NA,NA,NA
pan_gene_67911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8206,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01925,NA,NA,NA,NA
pan_gene_67921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_67951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6799,9.65863,NA,NA,9.21199,NA,NA,NA,NA,NA,7.09406,6.22732,11.3421,NA,7.89597,8.14516,6.52238,9.76343,NA,8.03803,8.48489
pan_gene_67990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68,139.602,44.9335,98.7521,132.771,103.252,109.688,115.989,79.5687,120.852,141.61,140.867,84.2771,141.8,105.481,64.029,68.5465,106.546,129.226,325.059,79.9696
pan_gene_680,0.423348,0.282077,0.206121,0.575562,0.28195,0.678927,0.353761,0.217262,0.101764,NA,0.400349,0.277329,0.95708,0.42012,0.284079,0.479622,0.480388,0.421389,0.125519,0.119055
pan_gene_6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan_gene_68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00884,NA,NA,2.31128,NA,NA,NA,NA,NA,NA
pan_gene_6801,0,0.128837,0.0641195,0,0.329024,0,NA,0.112027,0,0,1.70022,0,0,0.0159809,0,0,0.954072,0,1.32753,0.0595018
pan_gene_68012,NA,23.7609,20.6884,NA,NA,24.7901,NA,23.0417,NA,NA,NA,NA,19.833,20.6825,19.386,17.7721,NA,NA,22.9123,20.7919
pan_gene_6802,77.7289,79.5751,77.8037,74.0464,84.4675,59.1381,85.9781,76.6708,76.8132,65.4288,86.2505,60.9301,54.802,83.4756,74.7074,54.0373,70.1789,60.47,76.5012,90.3123
pan_gene_6804,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0.0445602,0,NA,0,NA,0,0,0
pan_gene_6805,1.20075,2.94939,1.42036,1.46041,2.3558,1.7364,1.76442,3.14571,1.4576,2.52747,2.69944,2.68432,1.87783,2.86355,4.23197,2.22646,2.06422,1.12606,2.90234,2.449
pan_gene_6807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6808,0.660566,NA,6.08499,NA,NA,2.21888,NA,NA,0.791236,1.39459,NA,1.36899,1.89381,3.30628,4.53997,0.944594,1.75801,0.774399,1.72958,0.756697
pan_gene_68083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6809,0.228292,0.664794,1.52276,0.81039,1.1072,2.5329,0.656583,0.503827,1.14779,0.229235,1.99612,0.238251,0.371225,0.30533,0.48788,0.863103,0.279514,0.18956,0.273483,0.337043
pan_gene_68093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_681,4.73342,8.20726,15.936,NA,NA,NA,NA,10.3237,3.31668,NA,NA,NA,9.44653,NA,NA,3.54147,4.61599,NA,3.56199,2.03311
pan_gene_6810,0.308793,NA,NA,0.458628,0.319869,0.626635,0.493611,NA,NA,0.765943,NA,NA,0.756426,NA,NA,2.47674,0.832134,0.308177,NA,NA
pan_gene_6811,NA,0.810292,2.10107,1.10863,NA,1.24829,0.612422,1.11227,0.490821,2.16036,1.07615,1.32495,1.03059,NA,0.709141,1.68304,1.94617,1.5208,1.38316,0.567781
pan_gene_6813,0.102874,0.599513,0.237242,0.257749,0.174285,0.343585,1.54828,18.2359,0,0,0,0.680492,0.201289,0.0920231,0.732949,0.0795398,0.824788,0.0910241,4.2113,0.108853
pan_gene_6814,7.55027,7.81135,NA,NA,6.27569,NA,NA,NA,5.60462,NA,NA,NA,NA,6.10291,5.13315,NA,7.61985,4.06362,NA,NA
pan_gene_6815,NA,NA,0,0.231781,NA,0,0,0,0.233997,0.924148,0.105573,0.407322,0.160662,0.946784,0.256753,0.827995,0.121302,1.22762,0.304339,0.262987
pan_gene_6816,1.96178,1.36204,0.970761,3.14954,0.703673,1.2616,0.61318,1.45543,0.432283,3.66902,2.42296,2.21676,1.60565,0.575325,1.59396,1.6063,1.53827,1.94104,0.500742,1.10031
pan_gene_6817,2.58641,NA,NA,NA,NA,NA,3.18378,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74503,NA,NA,3.81475
pan_gene_6818,11.7137,10.5066,16.6275,11.5964,11.8118,18.3355,10.2192,7.27465,8.87426,14.2151,12.545,14.4287,11.2778,10.6906,14.3534,12.0352,13.5242,10.1446,13.3227,12.6215
pan_gene_6819,NA,NA,4.77831,5.53153,NA,6.97202,7.6242,7.66161,5.0897,NA,3.83169,4.12167,NA,5.73848,4.48094,3.86359,3.17612,NA,4.12784,6.01973
pan_gene_682,NA,2.10212,NA,NA,NA,0.370378,NA,NA,0.319092,NA,1.54735,NA,NA,0.4532,0.291175,NA,0.270915,NA,0.512791,0.332554
pan_gene_68206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6822,7.44227,4.93354,7.24491,5.72414,8.33779,13.4467,4.80118,12.6617,2.89854,12.3989,4.18679,8.7061,5.93016,10.15,14.7288,16.5637,20.5955,12.0968,10.7046,8.53511
pan_gene_68238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6824,NA,NA,NA,0.0319524,0,0.0392907,0.241565,NA,NA,NA,NA,0.0409188,NA,NA,0.0755401,0.420878,0.759228,0.0646876,0.337692,NA
pan_gene_6825,0,0,0.0241468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.251332,0.37807
pan_gene_68258,9.57355,NA,15.3952,NA,8.87607,NA,9.41198,NA,7.63452,9.18612,NA,NA,11.9509,NA,16.8415,NA,8.95375,NA,NA,NA
pan_gene_6828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6829,0.617366,0.0893815,0.792501,0.547814,3.3797,0.586125,0.431276,0.211341,0.0882561,0.0142898,0.798828,1.07403,0.14911,0.73566,0.753531,0.0770759,0.638297,0.188869,1.03839,0.0826135
pan_gene_683,15.2734,15.9974,32.0675,17.0458,21.4822,16.5302,18.4789,29.725,21.4426,21.4377,13.1385,20.8134,7.66252,21.6065,18.3965,14.038,15.8314,19.7596,14.1364,13.195
pan_gene_6832,19.8904,3.28701,7.82171,9.54719,10.164,6.84068,2.36611,3.91746,2.7578,4.28033,11.0267,9.51139,4.11649,4.75752,14.685,3.42009,8.63884,4.79855,6.85552,4.41245
pan_gene_6833,23.8223,29.2723,28.6766,22.6509,24.9465,27.279,17.7153,31.1967,16.9912,22.5532,19.2654,23.9802,16.9766,22.2972,29.4582,26.0721,28.1798,20.6424,21.492,24.7601
pan_gene_6834,0,NA,0.333693,0.0107154,0,0.0100457,0,NA,NA,NA,0,NA,0,0.0931959,0.0104911,NA,0.0511044,0,0,0
pan_gene_68344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6835,22.846,24.8772,25.3205,18.1298,NA,23.7208,17.5199,NA,16.4186,21.9866,19.9255,20.4073,20.3608,23.1095,22.3064,18.8592,23.9431,17.8392,18.3322,20.2198
pan_gene_68357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6836,34.7558,39.7317,40.8267,37.3102,47.9881,36.6669,33.3283,45.783,42.0398,37.5125,38.006,30.6855,28.3426,40.985,37.4359,33.6194,40.1431,27.92,28.6033,45.2718
pan_gene_68377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6838,NA,13.1111,17.5291,4.74931,NA,11.4216,4.26221,10.4912,7.49241,5.22629,4.09704,9.96262,6.28114,7.47911,8.00471,NA,9.25922,4.2944,7.52546,3.51188
pan_gene_684,7.10366,7.63081,8.46535,NA,NA,8.75743,5.28571,9.96397,NA,NA,NA,NA,7.34339,5.80831,3.75642,NA,8.31739,NA,2.43899,5.73268
pan_gene_68403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68405,NA,NA,NA,NA,0.746789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6841,6.68873,9.08642,7.4234,NA,6.8182,NA,NA,NA,5.88687,5.7867,5.96342,7.32707,5.32735,4.88748,NA,4.8528,5.57225,NA,NA,5.62917
pan_gene_6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68427,0.210716,0.345799,0.321684,0.206889,0.100652,0.0706717,NA,0.827096,0.773871,0.20891,NA,NA,0.258588,0.388085,NA,0.122447,0.140598,NA,0.400476,0.522224
pan_gene_68439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6846,0.928119,1.35949,0.538383,0.818406,1.1028,0.308191,1.22488,1.11329,1.04502,0.958861,1.10133,0.855975,1.38435,2.57657,0.658085,2.61707,2.97902,NA,0.690602,0.635489
pan_gene_68467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6847,0.341109,0.693077,0.378386,0.573439,1.11946,0.191673,0.822095,0.908006,0.199224,0.165722,1.21001,0.409514,0.0241436,0.562533,NA,0.173935,0.561401,0.460596,0.477967,0.217284
pan_gene_6848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6849,102.007,87.7861,127.166,89.4245,140.759,150.442,107.975,107.063,90.6916,100.141,143.962,109.581,100.068,101.204,100.597,89.6444,68.5083,109.891,117.364,97.6552
pan_gene_6850,NA,NA,2.77163,0.879144,NA,NA,NA,NA,NA,NA,0.228184,NA,NA,NA,NA,NA,NA,NA,0.58694,NA
pan_gene_6851,NA,8.4749,NA,15.2693,8.77732,16.6008,8.55968,11.1784,6.33711,NA,NA,11.5493,11.8315,13.0753,22.9859,11.8963,NA,NA,NA,13.7548
pan_gene_68511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6852,3.04242,NA,6.73939,3.47444,NA,6.63215,NA,1.11514,NA,NA,NA,NA,NA,3.73613,NA,NA,NA,NA,NA,NA
pan_gene_68526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6854,NA,5.75057,NA,6.73565,5.94166,6.35794,5.58878,4.7522,4.659,5.39211,10.072,4.81247,4.64946,6.29748,8.58646,7.73497,7.81885,5.67241,6.38763,7.47416
pan_gene_68546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6855,7.19493,8.00013,8.53368,7.75793,7.96238,9.3289,6.76918,7.87466,6.91394,7.29956,5.88407,8.41098,7.73581,8.27545,NA,9.71365,9.39116,6.68341,8.25553,8.19508
pan_gene_68555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254139,NA
pan_gene_6859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68599,NA,5.66686,3.59241,4.0109,NA,5.94437,8.12088,6.50951,4.18878,NA,5.16642,7.38322,3.38003,4.33998,7.03582,6.06472,5.30445,7.96023,5.76067,NA
pan_gene_686,30.8341,26.8442,35.3149,30.5333,30.2038,25.1789,36.7211,32.2993,37.2997,35.616,28.7634,25.8919,23.9377,32.8827,35.4082,34.7563,35.8689,31.5891,33.672,47.89
pan_gene_6860,4.10713,5.2364,5.5616,4.92848,7.63798,5.32855,6.37527,7.6355,5.86678,8.03133,5.34877,7.72973,5.2097,5.79861,6.26026,6.59464,8.03071,1.85218,6.79074,7.11627
pan_gene_68627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6863,37.7629,30.94,32.2125,22.9138,30.2827,28.1808,44.287,37.7999,37.962,31.855,44.2079,17.6271,23.3768,29.1527,35.0288,46.6283,30.7139,33.5818,32.4441,49.71
pan_gene_68637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6865,60.7012,88.7866,72.7093,51.7262,51.374,NA,60.3317,77.4568,11.0938,54.8398,45.9303,31.9175,49.8364,46.3339,69.8096,38.1824,NA,35.9456,44.2119,55.7513
pan_gene_6866,NA,65.9586,80.0656,72.2705,60.2403,76.4829,61.3461,80.5957,55.9847,71.9479,68.5796,77.9027,63.068,79.5431,70.0227,68.4903,75.9141,50.5694,88.7079,112.248
pan_gene_6867,13.3808,15.8279,13.5664,13.2736,11.9306,21.0463,14.9402,17.8583,13.6448,15.6457,10.7061,16.326,11.9001,14.2336,13.4582,9.67857,19.466,9.89217,15.881,9.31092
pan_gene_68694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_687,8.15634,26.0009,28.4173,9.80565,13.0337,16.4757,16.8493,14.6063,7.51131,17.9775,10.9684,18.5977,19.8864,17.1462,18.9425,13.2082,14.6703,16.3347,14.2832,NA
pan_gene_68711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6874,0.298329,NA,0.398272,1.1561,NA,0.261646,0.781877,0,0.495152,0.351809,NA,1.48797,0.539564,0.364649,0.671705,0.172645,0.329732,NA,0.916318,0.780695
pan_gene_68753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68759,NA,NA,NA,5.2587,3.53848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74411,NA,NA,NA,NA
pan_gene_68766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6879,47.8737,47.6046,43.6901,64.8875,57.6049,58.5913,52.9701,51.9902,69.0696,43.8266,51.2931,54.8432,62.7581,57.8467,53.6724,51.2268,51.8232,50.3004,65.3755,84.7241
pan_gene_68792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_688,15.523,13.6196,NA,13.6675,14.8563,8.18169,17.985,19.5407,12.9827,5.44273,16.1457,14.1965,NA,18.7722,8.81666,7.26806,12.7616,NA,10.4067,15.2212
pan_gene_6880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_6881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_68812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
