pan,B73,B97,CML103,CML322,CML69,HP301,Il14H,Ki11,Ki3,Ky21,M37W,Mo18W,Ms71,NC350,NC358,Oh43,Oh7B,P39,Tx303,Tzi8
pan_gene_19149,15.1321,6.6527,11.3067,10.3247,9.6083,NA,18.0936,NA,14.8502,12.0033,12.3572,20.2903,12.5926,NA,15.4292,11.3442,14.4758,12.7247,23.7262,8.39882
pan_gene_1915,1.27074,3.26978,11.5221,6.77746,7.75086,0.917085,3.65755,13.7248,5.45361,1.94787,7.24887,2.65354,2.77551,2.19783,2.29745,3.15014,2.92436,2.48455,2.9855,4.83524
pan_gene_19150,0,0.155625,1.743,0,0,0.0605947,NA,0.391064,0.169458,0.40629,0.0810653,0.197123,0.339258,0.0672315,0.271672,0.0951413,0.238982,0,0,NA
pan_gene_19151,40.6201,50.9363,38.5463,31.9622,53.1991,20.0316,53.5337,36.0764,NA,24.5464,26.085,28.2815,42.7178,35.0075,28.8033,24.6051,26.9046,26.115,37.495,37.3982
pan_gene_19152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19153,0.494152,0.916891,2.76521,0.698487,1.80509,2.50663,1.2404,1.1228,NA,2.67597,12.0339,NA,NA,0.712167,0.70457,0.842435,0.764413,4.62303,NA,0.321032
pan_gene_19157,12.649,10.9968,17.525,10.4022,9.44345,15.7781,10.1331,13.8756,4.52102,13.3802,15.4252,14.1525,15.3597,10.2228,14.6007,11.5926,11.3185,11.0792,7.95235,10.4746
pan_gene_19158,6.05277,9.05188,10.9156,7.47714,6.72277,8.10298,8.7531,9.98955,6.82786,7.7663,8.3435,10.8161,8.16177,8.03879,9.92003,9.59341,NA,8.49857,2.10596,1.84082
pan_gene_19159,8.08372,4.10085,4.52156,5.21423,9.74643,3.7587,6.76495,5.13564,11.4991,3.55662,7.09355,5.40548,NA,9.49374,6.33651,8.87891,7.22695,7.54915,7.16898,6.95786
pan_gene_1916,9.16967,9.93987,NA,5.54875,NA,8.14543,5.30186,NA,3.87285,13.6565,5.78242,6.50803,9.6084,NA,7.15205,11.4496,8.0394,NA,10.8113,NA
pan_gene_19160,0.0724337,0,0,0.0610057,NA,0,NA,0,0,0.061432,0,0.0869588,0,0.0793493,0.0893235,0.0523369,0,0.409884,0,0
pan_gene_19161,0.825358,3.83211,3.39977,0.217586,3.75464,0.340685,2.33967,2.15855,2.29052,1.18876,3.68273,0.172725,NA,1.44998,2.62591,0.171917,0.338369,2.08972,2.49285,1.18084
pan_gene_19162,NA,NA,26.2183,13.1514,14.4401,21.1076,21.533,30.158,17.334,21.5373,12.9495,24.2289,16.0967,22.6543,21.3201,14.0674,22.2692,14.9049,17.8072,14.2666
pan_gene_19163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6373,NA,NA,NA,NA,NA,NA,NA
pan_gene_19164,45.1358,NA,NA,NA,NA,NA,NA,61.3402,45.3904,29.6314,NA,NA,NA,52.975,NA,NA,NA,NA,NA,40.0648
pan_gene_19166,NA,0,0,0.046899,0,0,0,0,0,0.0174778,0.0639388,0,0,0.0418023,0.0912148,0.0260056,0.087759,0,0,0.0970122
pan_gene_19167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19168,20.0665,2.26344,5.18231,23.3373,1.02955,88.8675,2.08131,31.7911,10.9533,98.6435,41.459,33.814,NA,41.3449,26.3711,67.6033,43.7643,97.1088,19.8152,3.68608
pan_gene_19169,NA,0.309117,0,0,NA,0,0,0,0,0.152223,0.05466,0.0682643,NA,0.140972,0.0929581,0.120993,0.0749997,0.165357,0.330523,0
pan_gene_1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19170,21.8661,29.3007,19.9502,13.0683,NA,24.7377,17.8827,21.7255,17.276,21.2509,20.556,20.553,19.4578,18.4808,19.9422,18.0349,18.7214,19.1071,12.9204,12.3249
pan_gene_19171,33.2182,40.6822,41.7712,35.0771,NA,42.0274,37.6341,37.8252,44.0028,40.7908,36.9226,37.3202,41.0474,42.0294,45.0057,47.3282,41.3574,40.9681,40.3522,43.4132
pan_gene_19172,41.3547,39.2049,43.2807,38.7025,52.9043,23.5053,51.4097,41.6107,51.0952,23.6673,28.9307,31.5202,28.5782,30.9208,29.534,28.2359,36.3565,46.8424,42.0999,33.4777
pan_gene_19173,0,0,0,0.0226842,0,0,0,0,0,0,0,0,NA,0.00812865,0,0,0.0135131,0,0.0505326,0.132662
pan_gene_19174,5.07533,4.38075,NA,3.40095,3.34242,5.33083,4.24852,2.6249,NA,3.4891,2.98935,4.11669,5.0435,4.51441,NA,NA,4.80279,6.65932,NA,6.08208
pan_gene_19175,4.17562,5.137,8.46232,2.60792,3.58539,3.3529,6.61758,6.43462,3.14892,3.67335,2.05155,4.41329,4.43363,4.47776,6.60221,2.59251,6.71332,3.59028,8.21276,6.78691
pan_gene_19176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19178,12.2802,12.5164,9.5324,10.6777,14.7375,32.2387,12.8559,12.0929,32.1469,8.90529,12.1537,29.602,11.7999,12.7892,9.57334,23.1465,8.75532,10.3931,33.7417,18.9101
pan_gene_1918,11.5475,8.86148,10.8877,9.76923,8.71333,9.36499,NA,10.2201,8.92071,7.86652,9.81297,10.0893,7.26014,10.289,10.6222,7.43537,10.4948,15.2829,14.9203,8.88312
pan_gene_19181,0,0,0.0403054,0,0,0,0.116796,0,0,0,1.65717,0.0329618,0,0,0,0,0.712755,0,0.34049,0
pan_gene_19182,0.523758,0.373882,1.1262,0.655989,0.677724,0.380737,0.19818,0.757721,0.772738,0.226964,0.567691,0.422941,0.0795204,0.240583,0.422629,0.254387,0.148421,0.690463,0.344687,0.462158
pan_gene_19183,0.473827,NA,0.744596,NA,NA,0,0,0,0,0,0.0203909,0.0341654,NA,NA,0,NA,0.0977009,NA,0.178807,0.0777443
pan_gene_19184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19185,16.2451,NA,13.4055,12.6641,17.8461,NA,NA,NA,10.8602,9.8021,11.7135,NA,NA,12.5605,13.6255,10.3675,15.9793,14.1391,11.564,NA
pan_gene_19186,7.95185,16.6623,17.037,5.94691,8.16175,10.0498,8.35579,5.85976,6.20745,4.25294,8.2626,7.89354,9.59944,3.98192,6.43263,2.68097,10.6419,4.8693,2.87523,7.14153
pan_gene_19187,97.3744,110.564,154.268,89.8679,99.7257,74.9484,86.923,89.8641,63.1425,NA,16.4257,51.5009,100.925,65.6107,96.2623,81.7004,124.676,38.6039,72.0168,17.1676
pan_gene_19188,0,0,0,NA,NA,0,0,0.152973,0,0.402028,0.196031,0.152888,0.0631448,NA,0.090503,0.0626594,0.0887587,0,0,0.731474
pan_gene_19189,0.876525,0.945999,0.0262468,5.47872,0.40818,0.157803,0.312784,0,0,0.756662,0.869053,0.140915,0.197506,0.107298,0.88693,1.17693,0.903501,2.98874,1.10212,2.10907
pan_gene_1919,115.719,195.213,203.343,116.323,102.499,131.06,142.304,156.603,74.502,118.588,117.566,32.4295,139.954,119.309,177.878,101.942,71.796,26.9275,90.5431,84.7254
pan_gene_19190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19191,1.40822,1.82895,2.13722,1.11603,NA,2.59011,NA,NA,1.00554,NA,NA,2.39405,NA,1.61516,2.13278,3.5572,NA,1.13134,NA,1.87459
pan_gene_19192,5.58658,NA,5.15514,NA,4.11751,NA,1.17467,3.41317,8.89201,3.98755,3.22992,5.17836,NA,3.42952,NA,3.11895,2.0141,3.3011,4.06309,NA
pan_gene_19193,NA,NA,198.561,NA,281.12,344.775,200.758,215.358,NA,301.602,295.413,306.415,NA,263.826,NA,335.193,251.894,284.022,346.896,216.146
pan_gene_19194,37.4591,23.1514,21.5034,28.4262,30.558,NA,28.9411,25.8573,28.8227,28.3771,24.1378,15.2433,NA,32.657,52.2842,31.8171,24.3311,26.0328,27.5522,23.5978
pan_gene_19195,52.1625,140.398,81.1713,119.013,65.0773,50.4286,80.7541,94.641,74.4023,37.1336,132.591,42.2179,36.4066,55.8689,70.2093,49.5758,78.6962,145.278,60.6971,90.7702
pan_gene_19196,17.336,27.0372,20.7732,11.7755,11.8161,14.8128,11.0069,15.0405,12.6406,12.2989,15.0198,16.9769,NA,10.5642,15.3452,12.577,19.3851,15.4975,18.6804,11.9677
pan_gene_19197,29.6541,42.4145,38.1726,21.669,NA,37.7592,24.8218,28.9056,23.825,30.755,38.5337,32.3167,NA,28.2814,27.2533,27.7046,32.8343,28.0019,27.7255,12.4182
pan_gene_19198,31.3243,45.9614,44.9634,38.6241,34.5394,NA,NA,38.6876,27.3448,28.843,35.7948,35.6521,28.0855,29.3502,43.5624,38.7308,40.752,33.4382,32.1102,36.48
pan_gene_19199,2.30184,13.1691,5.02431,2.29432,3.42767,9.22061,3.81043,7.4592,3.10347,3.46085,3.68382,2.20311,NA,4.778,5.41371,5.09472,6.91215,2.72859,1.69463,5.22378
pan_gene_19200,NA,NA,NA,NA,NA,20.9328,NA,NA,NA,NA,NA,19.6859,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19201,17.3125,24.752,25.748,26.2586,29.1487,16.9824,20.6785,31.9293,20.8991,21.0012,20.4754,NA,4.57392,24.2154,21.173,14.469,19.4802,15.6674,21.9306,20.6288
pan_gene_19202,NA,2.10748,NA,NA,NA,6.87416,1.76836,NA,NA,NA,NA,NA,0.0814771,3.10514,NA,NA,NA,4.31426,NA,1.85124
pan_gene_19205,0.657555,0.863612,1.65362,0.595408,1.27478,0.7032,0.752963,0.590666,0.209633,1.21448,0.675407,1.06274,NA,0.614427,1.15488,0.657755,0.861188,1.49981,2.25447,0.348176
pan_gene_19206,23.1629,27.7245,25.2778,22.5665,18.5324,15.8412,18.8326,NA,24.2701,13.5551,33.7502,16.8374,13.3736,14.7852,19.5576,16.2918,18.0461,21.2191,18.0679,14.474
pan_gene_19207,0.397133,0.0466917,0.24011,1.04995,0.139771,NA,0.514664,0.126089,0,3.70167,0.313386,0.12713,0.613778,0.0863198,0.855999,3.8989,1.31963,5.75143,0.724841,0
pan_gene_19208,8.73858,12.0704,16.2945,15.9244,8.7977,12.7769,15.6951,17.1722,15.4921,13.1373,15.1307,11.5678,13.0463,17.598,NA,14.6193,9.33566,NA,12.5633,15.567
pan_gene_19210,2.40763,4.54999,1.68663,2.2569,2.83114,2.73225,3.66272,2.60254,2.50885,4.01685,3.41922,1.93094,NA,2.389,2.26478,1.50488,2.81112,8.37371,2.92839,NA
pan_gene_19211,6.02326,3.88311,9.96777,18.4965,NA,4.99491,5.09041,6.84662,3.78798,10.3829,5.26007,10.8443,8.76006,6.0949,13.1387,14.73,13.2057,26.6593,9.42728,3.54093
pan_gene_19212,15.8282,10.5453,NA,91.3914,NA,19.3085,15.6938,19.1208,13.3267,NA,17.0928,42.4657,NA,34.0881,54.3399,74.5441,80.9335,106.181,NA,10.6037
pan_gene_19213,83.0608,66.2387,106.297,62.3475,77.5021,39.1511,109.38,71.1145,71.4883,41.0571,123.35,43.4688,32.699,47.3639,51.8375,37.3099,46.0172,50.0969,81.1148,58.3206
pan_gene_19214,31.5505,19.398,14.9366,3.20192,NA,14.592,11.9391,29.2684,20.6034,14.6129,8.22799,20.1842,8.96622,NA,18.3484,9.71328,15.7275,10.9699,14.2904,NA
pan_gene_19215,182.367,89.3927,121.412,111.461,104.318,133.142,81.3929,117.805,109.945,63.6141,72.7162,183.016,67.7064,NA,158.584,88.5802,144.002,86.902,66.1767,119.859
pan_gene_19216,NA,8.47958,12.3983,11.8526,9.81019,12.1558,5.5994,5.60152,8.31935,6.33785,12.2996,10.2811,NA,7.97145,10.9942,6.6773,8.84415,4.66934,9.45814,10.6309
pan_gene_19217,0.251006,0.633867,0,0.174943,0.0704787,0.430148,0,0.0839885,0,0,0.094732,0,0.0620998,0.0576479,0.0426408,0.581514,0.0418929,0.0762038,0.29198,0
pan_gene_19218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19219,0.0850598,NA,NA,0.255619,NA,0,0,NA,0,0.111594,0,0,NA,NA,0,0.147025,NA,NA,NA,NA
pan_gene_1922,0.0294743,0,0.0169459,0,0.0126169,0.0938476,0.0496841,0,0.035356,0.0618237,0.187545,0.0448503,0.05395,0.0348009,0.0575489,0.0749467,0.160993,0.120046,0.156253,0
pan_gene_19220,NA,NA,0.142108,0.151246,0,0.0993142,0.344541,0.105149,0,0.122138,0.0571594,0.0488349,0.076195,0.058466,0.10299,0.0376217,0.102386,0.0919522,0.0498346,0
pan_gene_19222,1.03079,0.681532,0.373656,0.302308,0.234373,0.705088,0.22092,0.0885824,0.224112,0.0407663,0,1.0238,0.159201,0.0449415,0.194804,0.0945891,0.181211,0,1.29902,0.301857
pan_gene_19223,34.7579,40.8075,42.2808,37.3016,33.3581,39.1484,16.7047,44.9547,34.1166,29.8749,36.788,36.5973,NA,34.8235,34.5438,31.5038,34.2496,341.859,35.0986,33.0696
pan_gene_19224,2.79783,5.93526,2.10488,2.25293,4.67985,4.91094,1.79574,2.65808,2.15165,4.35907,3.35152,2.85157,5.13605,3.43888,4.80579,NA,4.07672,NA,4.87308,4.45325
pan_gene_19225,3.87802,2.82385,14.5031,8.98685,NA,7.31753,3.65986,7.51739,6.11048,5.4857,12.5869,10.8919,8.79145,3.57444,6.12825,1.8396,4.29577,2.61014,6.2269,6.40717
pan_gene_19226,124.749,116.179,165.271,128.035,133.82,243.316,105.722,117.486,90.2218,161.947,195.154,186.673,145.827,126.492,129.793,152.368,190.522,151.565,125.581,169.527
pan_gene_19230,16.217,NA,NA,14.3612,12.4224,20.8763,15.1169,14.2523,13.6416,15.5213,22.4106,NA,8.1566,14.7229,18.3328,6.5223,13.0518,13.6153,16.7119,13.3895
pan_gene_19231,28.6673,34.0763,50.0693,41.0194,33.9445,36.9081,24.718,32.539,27.0682,18.3158,29.8663,27.2108,NA,23.9531,31.8042,36.4537,25.2305,30.7447,18.7811,34.748
pan_gene_19232,35.4412,33.8297,26.2748,10.2763,30.8115,27.7545,33.3633,35.9107,24.0662,20.6855,33.6122,29.5882,23.3246,29.9499,9.94466,14.8024,29.2323,20.1854,25.5514,27.1382
pan_gene_19234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19237,1.65892,2.8302,1.37777,2.22659,3.74604,2.78729,1.30657,3.20593,2.44748,1.54871,2.30994,1.30806,1.85361,1.70893,1.33533,1.85889,1.39031,1.34298,1.14631,2.14492
pan_gene_19238,19.5438,36.4735,38.4845,45.2195,25.305,43.4816,32.1619,45.9424,NA,38.4933,37.9465,13.8826,NA,41.8643,54.9772,73.5671,51.0278,59.2549,47.5052,30.9593
pan_gene_19239,10.5299,10.6278,11.8726,6.76412,9.06857,8.15093,8.97602,10.7422,8.00572,7.71799,9.67188,9.33045,7.88114,9.92749,8.1456,5.91149,10.681,7.97582,6.30653,10.0094
pan_gene_19242,11.3448,NA,NA,NA,11.0787,29.5301,NA,10.8959,14.0769,13.8877,24.1226,14.9945,10.9297,13.7772,17.4895,11.8429,6.7602,12.6036,13.9354,3.68363
pan_gene_19243,4.35962,6.76544,8.19434,5.3968,5.42088,6.56652,4.76094,5.80053,4.07859,5.48857,4.89861,6.0158,5.36699,4.94525,6.73776,6.48352,NA,4.87163,4.92356,6.36799
pan_gene_19244,0.0941271,0,0.151297,0,0,0,0,0,0,0,0,0,NA,NA,0,0.175669,0.345506,0,NA,0.737794
pan_gene_19245,1.5894,0.250787,1.42456,2.31386,NA,0.697815,NA,1.32862,0.380917,0.584623,0.802196,1.07701,2.30111,1.92133,1.11436,0.665306,0.746782,0.455208,0.911929,NA
pan_gene_19246,0,0,NA,NA,NA,NA,0,0,NA,NA,0.0323289,NA,0,0.0154336,NA,0,NA,0,0,0.0614588
pan_gene_19247,0.0931226,0.0512751,0.10743,0.0770838,0.38772,0.0399468,1.02309,0,0,0.0778987,12.8975,0.0211373,0.0652627,0.0417233,0,0.0656107,4.39883,0.0803217,5.62452,0.0483567
pan_gene_19249,3.90271,7.54094,3.01697,5.97738,8.04792,4.74579,5.87629,2.45101,6.8882,2.72596,8.56312,1.0489,3.12824,5.2773,4.77442,2.6352,13.9264,4.00905,4.13841,5.5818
pan_gene_19250,6.94387,7.31025,8.01805,NA,NA,9.99557,5.81375,NA,1.1045,6.12701,0.966797,NA,NA,6.98932,1.26074,NA,NA,6.83329,8.50536,1.13997
pan_gene_19251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19253,26.894,27.084,20.7918,18.9537,28.3617,14.4625,29.1088,28.6687,19.0615,21.1037,21.785,25.9987,29.0908,19.1,29.0806,24.606,25.8899,25.2508,30.6142,29.8159
pan_gene_19254,0.0202324,0.0233018,0,0.0639873,0.257272,NA,0.170515,0.0399773,0.0492408,0.0171541,1.36039,0,0.0145329,NA,NA,NA,NA,0.0727605,NA,0.0860086
pan_gene_19255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19257,2.89295,4.61321,4.21599,3.10139,NA,5.74329,2.86484,4.04211,3.44887,5.53673,4.14626,4.69089,3.73815,2.4944,3.23474,4.41578,4.3315,2.52417,4.46711,4.21683
pan_gene_19258,2.47507,5.2894,3.81016,2.07011,3.32387,3.86137,NA,4.20708,0.38478,2.7615,2.73702,0.535354,2.83648,3.13778,3.59914,3.88962,0.866188,3.12617,3.67286,3.60355
pan_gene_19259,32.4503,34.4726,36.4049,32.6982,35.3331,27.8159,33.309,32.4468,36.2182,21.0957,38.4569,26.7765,27.2043,35.1702,30.6929,26.0014,32.4126,23.1444,25.3279,36.0641
pan_gene_19260,0.365544,0.780837,0.448332,0.537087,0.167603,0.463247,0.0543494,0.450526,0.741351,0.364121,0.335907,0.191128,0.896684,0.588819,0.476284,0.696483,0.612041,0.120985,0.969683,0.034257
pan_gene_19262,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19263,25.0715,27.2775,34.401,23.8095,22.8832,31.9111,24.9413,26.361,20.0695,25.4031,24.9073,27.5983,29.0304,26.4324,30.8456,NA,24.4316,24.3281,23.3266,27.5765
pan_gene_19264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19266,0.0965783,1.00264,0.667244,0.563826,1.71771,0.337305,1.27693,0.778044,0,0.729003,0.372585,0.458066,1.16292,1.47045,2.26364,1.13178,0.578318,1.65591,0.905131,NA
pan_gene_19267,3.99272,5.87106,6.06016,6.04855,6.3651,5.54187,4.57305,6.23011,3.58049,4.70918,6.44407,4.85858,3.46496,6.77864,7.61897,3.89714,4.97914,4.93832,5.25765,6.6939
pan_gene_19268,0.455743,0.244785,0.835505,2.00204,0.514801,0.760707,NA,NA,0.482102,0.491317,0.185791,0.708846,0.846653,0.370936,1.3721,2.65662,1.34813,NA,0.751848,0.14277
pan_gene_19269,NA,NA,NA,NA,NA,0.0254808,NA,0.0970367,0.187794,NA,NA,NA,NA,NA,0.26439,0.2344,NA,NA,NA,0.154646
pan_gene_1927,13.5743,12.898,13.0714,23.5298,16.1541,18.6586,10.3949,12.5838,12.3424,11.3443,10.6569,18.1645,17.4924,9.58983,14.2666,21.2805,18.0986,15.9237,26.7632,12.479
pan_gene_19270,63.6114,42.051,14.9778,31.63,36.6621,33.4812,66.9682,27.0702,18.1411,50.8391,42.1167,65.818,68.3547,30.2885,25.0687,20.0158,35.3799,45.1172,67.9771,15.1031
pan_gene_19271,10.4741,11.4143,12.1539,7.7274,8.05817,12.3987,8.65796,NA,NA,9.43626,11.0399,7.76458,9.13584,9.60728,9.81153,11.2384,11.4233,9.94657,7.75134,12.818
pan_gene_19272,0,0,0,0,0.0237242,NA,NA,0,0,0,0,0,0,0,0,0,0.0869856,0.0498937,0.245243,0.0154372
pan_gene_19273,5.6395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19275,NA,NA,NA,NA,35.02,NA,26.6965,32.1656,38.3336,NA,31.1398,NA,17.7296,NA,NA,14.3944,NA,20.0308,28.2025,36.6164
pan_gene_19276,NA,NA,NA,2.38278,3.55551,NA,5.05465,NA,NA,NA,NA,NA,5.57101,NA,NA,NA,NA,5.9991,5.31951,NA
pan_gene_19277,NA,0,0,0,0,0,NA,0,0,0,0,0.0542316,0,NA,0.0800308,0,0,NA,0,0
pan_gene_19278,NA,NA,NA,NA,19.3265,NA,NA,NA,NA,NA,NA,NA,NA,17.2458,20.2191,NA,NA,NA,NA,NA
pan_gene_19279,0.240169,1.12706,2.60169,0.576333,1.05579,1.55428,0.655125,0.983764,0.656948,0.97762,1.12373,0.845491,0.752588,0.704698,0.424035,0.400014,2.3865,0.558603,0.23363,1.41336
pan_gene_1928,22.4851,27.5316,25.5345,18.0951,20.2597,30.2257,25.3548,26.5768,15.9964,24.2909,21.1704,24.7988,29.656,24.3392,25.7472,30.0126,29.2563,33.1059,19.8954,24.4922
pan_gene_19280,43.9511,64.5188,40.1363,NA,26.7464,78.935,62.8029,54.0825,25.6287,NA,47.7857,60.2346,136.9,62.1474,77.9651,163.537,79.3274,161.474,79.6195,29.2368
pan_gene_19281,5.57142,8.37499,4.55536,4.77666,4.70615,8.90738,7.08225,4.42477,3.49962,2.03696,10.483,0.614038,9.96094,11.909,6.21469,8.80305,3.56913,9.77349,5.31099,14.2583
pan_gene_19282,0.0481013,0,0.0435603,0.0411165,0.0618108,0.0436004,0,0.0248078,0.063181,0.0211546,0,0.696563,0,0.0715206,0.0250712,0,0.133838,0,0.213089,0.276798
pan_gene_19283,NA,NA,106.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0574,NA,NA,NA,NA,NA,NA,NA
pan_gene_19284,51.6323,26.3609,NA,91.6927,51.8778,25.5542,59.4408,79.8812,28.4155,78.106,37.0613,153.87,120.002,94.0882,104.461,121.559,93.3073,129.608,162.786,40.4534
pan_gene_19285,0.0239884,0.0632174,0.0833512,0.062254,0.905368,0.23855,0,0.0489473,0.237522,0,0.0579271,0.100683,0,0.136138,0.216708,0,0.169726,0.0225511,0.263496,0.0962586
pan_gene_19288,0.312253,0.599097,1.75721,5.86313,0.560166,0.465618,0.161279,0.929286,0.910114,1.00127,0.503752,0.340423,0.621733,0.782066,2.25276,1.46826,0.617731,0.406598,0.557015,1.25268
pan_gene_19289,NA,0.161718,0.0961312,0.121116,0.0709175,0,0.123831,0.0392714,0.0475346,0.248892,0.135477,0.323225,0.183236,0.220023,0.277093,0.208144,0.945362,0.186826,0.263988,0.337433
pan_gene_1929,40.77,50.9371,41.4385,36.5762,46.9886,51.1519,36.5478,47.7412,37.2262,44.1399,45.3502,44.6925,40.3492,49.0587,46.2877,54.6845,49.6843,39.3182,40.3486,55.4161
pan_gene_19290,0.33776,NA,0.364055,NA,0.268045,0.397746,0.258585,1.29231,0.396543,2.41909,0.700536,NA,NA,0.751849,1.10968,2.74744,NA,NA,NA,0.500954
pan_gene_19291,20.2309,24.503,4.49793,31.3469,NA,118.856,34.0188,20.5265,24.988,56.1019,35.3954,51.1056,7.3624,95.4376,23.0225,44.6285,4.42327,30.3602,80.0787,125.929
pan_gene_19293,0.0587037,0.0723732,NA,0.30988,NA,0,0,0.149945,0.0656717,0.0453058,0.0375996,0.227014,0.178316,0.0861755,0.159553,0.159849,0.157768,0.16768,0.290225,1.56699
pan_gene_19294,9.62884,11.483,4.19965,8.26574,3.68562,NA,NA,10.8422,3.10799,8.61493,12.1172,3.59055,11.5686,4.15083,3.70453,NA,2.41147,NA,4.90285,6.06007
pan_gene_19295,0.0438629,0.154651,0.0508982,0,NA,0.0770811,0,0,0,0,0.259643,0.041846,0,0,0.0898558,0.0650997,0.0220706,0.121857,0.0443904,0.140399
pan_gene_19296,13.6002,18.8772,11.2412,12.9681,17.9753,12.9474,14.427,13.1507,14.1491,9.20114,17.7895,10.7073,8.85632,12.6415,13.373,10.2571,13.6986,11.2631,11.5907,14.5221
pan_gene_19297,NA,20.2104,23.5147,22.1155,32.7812,17.6888,22.6237,28.9401,36.623,23.6332,22.8546,16.3952,19.2816,30.2262,31.8198,30.3164,22.3935,13.4466,34.8081,39.4823
pan_gene_19298,15.2155,13.517,18.3602,13.3974,NA,13.3558,9.33684,11.1654,7.68813,9.51083,14.3989,14.556,11.1208,10.3302,18.8786,11.3067,17.2419,10.1428,12.0155,13.1774
pan_gene_19299,10.072,12.5769,9.92727,NA,8.74249,NA,NA,9.33591,12.386,6.73779,NA,8.70908,7.27103,10.5834,12.6979,7.26476,8.2587,4.85244,NA,8.06406
pan_gene_1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19300,3.17066,4.76991,5.50286,3.77531,5.13137,3.39638,3.92623,6.03676,2.91913,6.80308,10.1621,4.54679,8.26105,2.60151,3.85729,4.64138,2.51041,4.24906,6.06093,4.35257
pan_gene_19301,NA,1.49625,5.01378,3.19717,5.60837,NA,2.74331,4.72263,4.5243,4.9126,4.41833,7.16411,4.05299,7.06076,6.51033,3.32478,2.59022,7.41429,NA,1.96207
pan_gene_19302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_19303,48.2023,43.5635,64.8495,41.1673,57.1439,47.2461,48.5754,58.3511,34.3292,53.5211,42.193,46.4841,64.0632,46.5474,58.0881,54.6228,54.5391,53.3075,48.8873,48.3269
pan_gene_19304,4.73463,4.70973,5.60058,6.23078,5.19373,5.86146,4.73002,5.03268,4.88237,5.16742,4.60422,5.3725,4.33672,3.93797,5.69876,5.30306,5.83592,4.72046,6.18616,5.02929
pan_gene_19305,0.080447,0.370631,NA,2.41196,0.736258,0.434976,NA,1.08869,NA,0.681827,NA,0.434525,NA,0.887022,NA,NA,NA,NA,NA,0.887815
pan_gene_19306,0.46242,0,0,0,0,0,NA,0,0.181315,0.0569755,0,0.0875009,NA,0.106283,0.179783,1.84826,1.14066,NA,0,0
pan_gene_19307,44.9767,17.0274,16.4821,21.1918,32.4785,8.67605,41.5231,19.2177,19.3476,9.70978,8.5537,45.1026,31.9235,15.2334,56.0541,45.0003,37.9727,86.5422,7.0947,8.23085
pan_gene_19308,5.76688,6.01141,10.1663,81.0819,31.3278,4.69035,13.0151,8.48011,3.13381,13.316,8.28935,15.9969,14.6357,NA,214.033,35.1308,18.9231,178.034,20.6556,NA
pan_gene_19309,26.8119,17.028,21.9742,15.5428,NA,NA,16.8786,17.5237,13.5784,NA,19.864,28.3639,23.4255,NA,16.4298,15.0618,29.0073,15.7661,12.9515,11.5
