,B73,Tzi8,Ky21,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML69,Ki11,CML322,Ki3,CML103,Tx303,NC358,B97
pan_gene_31723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31725,46.4975,46.4975,4.95819,4.95627,11.6579,15.5401,11.1295,3.19786,16.2256,9.78365,55.7978,16.5907,17.4814,14.8181,3.44439,5.18836,15.5254,4.01055,16.2634,45.303
pan_gene_31726,NA,NA,4.69557,7.99348,8.55218,6.89715,4.10087,NA,4.70072,4.70082,5.75954,6.39561,2.71704,3.51773,4.42779,1.32054,5.9794,7.06176,5.80207,5.59487
pan_gene_31727,0.00954663,0.00954663,NA,NA,0.015003,NA,NA,NA,NA,NA,NA,NA,0.0153901,NA,NA,0.0152866,NA,NA,NA,0.028314
pan_gene_31730,NA,NA,9.52033,NA,12.7238,7.29408,10.0484,5.72164,6.23259,NA,18.3628,4.44567,11.5326,10.7318,6.8894,15.8646,13.1419,NA,8.25834,14.4483
pan_gene_31732,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
pan_gene_31733,NA,NA,0.916246,0.411655,NA,1.88491,NA,NA,NA,NA,NA,1.73038,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31734,NA,NA,NA,NA,NA,NA,16.2847,NA,17.0237,NA,19.0633,7.52892,29.1762,16.4023,12.6978,NA,NA,NA,NA,NA
pan_gene_31735,NA,NA,0.0498364,NA,0.00359099,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
pan_gene_31736,NA,1.38578,NA,0.0353068,NA,NA,0.81797,NA,NA,NA,0.245898,NA,6.48569,NA,NA,NA,NA,2.12801,NA,NA
pan_gene_31737,1.07422,1.07422,0.401528,NA,0.650026,1.14434,1.06835,1.92798,1.11046,1.19098,1.09521,1.01255,2.05654,NA,1.13711,0.980558,2.82668,1.17872,1.76793,1.3954
pan_gene_31738,NA,NA,0,NA,0.196526,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0
pan_gene_31739,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31740,NA,0.237288,0,0,NA,0,50.3088,NA,NA,0.256122,NA,0,0.664529,0,0.0428095,0,0,31.5264,0,0
pan_gene_31741,NA,NA,149.111,272.533,111.909,NA,NA,150.728,NA,NA,260.892,79.521,212.654,NA,NA,260.813,151.129,247.542,NA,NA
pan_gene_31742,NA,NA,0.664946,0.917954,NA,NA,NA,NA,0.344422,NA,NA,NA,0.184146,0.237338,0.944424,NA,NA,NA,0.642717,NA
pan_gene_31743,NA,NA,NA,NA,3.24492,NA,NA,NA,0.221224,0.226911,NA,0.225436,NA,0.901637,NA,NA,NA,NA,NA,NA
pan_gene_31744,4.85134,4.85134,4.57508,0.987934,5.89312,2.72995,3.28851,4.4759,3.83072,8.95395,3.47684,2.58387,5.67808,5.80478,4.11118,3.35104,7.6525,6.84191,7.32927,10.1678
pan_gene_31745,NA,NA,NA,NA,NA,NA,0,NA,0.0995966,NA,NA,NA,NA,NA,NA,0.166286,NA,0,NA,NA
pan_gene_31746,12.072,12.072,18.9559,30.2218,24.3277,21.9585,8.60709,16.4882,20.7479,20.2992,26.4809,31.2401,22.4251,27.6592,21.2598,6.43584,17.5085,4.36256,17.8951,29.235
pan_gene_31747,46.1978,46.1978,31.0454,33.3746,42.0572,32.3261,29.9597,31.4495,44.3845,33.1699,36.3082,29.3937,38.1112,23.6505,30.7536,20.126,19.8527,45.9223,33.715,53.0725
pan_gene_31748,NA,NA,0.0103007,NA,0.0182043,0.249332,NA,NA,NA,0.0158851,0.064244,NA,NA,NA,0.0405605,NA,NA,NA,0.156409,NA
pan_gene_31749,1.54913,1.54913,1.58548,2.55481,NA,1.88891,2.16486,2.21512,1.7551,0.966665,1.6361,0.491374,NA,3.06372,0.677028,1.00779,2.15492,0.689017,1.50599,2.54785
pan_gene_31750,9.06392,9.06392,10.5953,13.1341,10.4666,12.0314,8.10278,11.0483,7.35222,10.1498,6.67203,8.52315,10.9562,11.6403,7.2245,5.35251,13.0908,8.50052,13.26,6.46903
pan_gene_31751,NA,NA,NA,0.0440373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31754,NA,NA,0.00393246,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.00250222,0,0,NA,NA,NA
pan_gene_31755,1.82841,NA,NA,NA,0.931057,NA,1.80988,NA,0.287334,NA,NA,1.01034,6.07677,0.348629,1.2203,NA,0.683663,0.151679,2.92257,1.93711
pan_gene_31756,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_31758,6.51663,6.51663,0.0699507,0,2.05844,0,NA,0,0,0.0757256,0,0,NA,0,0.13232,0,0,3.09315,0,0.302272
pan_gene_31759,4.43847,4.43847,NA,3.669,NA,4.46307,3.03751,5.60963,1.33928,6.09147,4.27877,NA,4.69407,2.48014,3.1964,2.00809,5.00263,6.05309,3.26691,2.03162
pan_gene_31761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31762,30.8419,30.8419,71.4896,73.5587,50.7925,59.6209,69.5249,50.0587,50.6566,57.0667,74.8086,35.4057,54.8873,65.558,53.3168,39.9018,78.7163,61.0545,73.5582,105.076
pan_gene_31763,5.55754,5.55754,12.0832,14.3944,10.5407,6.57098,2.64456,10.5629,6.57284,12.4531,8.54562,6.06944,15.0456,12.771,9.36972,3.28557,15.8812,8.08877,12.5905,13.7577
pan_gene_31764,0.143479,NA,0.0247492,0,0.132282,NA,NA,0.290741,NA,NA,0.0554194,0.118964,NA,NA,0.150278,0.16008,NA,NA,NA,0.149632
pan_gene_31765,NA,NA,0.228953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31766,NA,NA,0.175697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31768,3.88392,3.88392,54.7846,66.0962,64.7837,97.3962,8.82866,55.7992,17.5895,10.7657,9.48641,123.368,NA,8.55467,92.8346,3.72823,5.30682,56.4863,66.1833,5.37485
pan_gene_31769,NA,NA,15.8746,NA,NA,NA,NA,NA,NA,NA,NA,15.3297,NA,NA,14.1902,NA,NA,NA,NA,NA
pan_gene_31770,NA,NA,0.46593,NA,NA,0.138763,0.323855,NA,0.0822043,0.234887,NA,0,NA,0,NA,0,0,NA,0.0959148,NA
pan_gene_31771,NA,NA,1.60635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35729,4.99477,NA,NA
pan_gene_31772,NA,1.93084,1.29358,1.68349,0.955686,0.821828,1.07817,0.889116,4.21863,1.44183,0.955728,0.519793,1.54821,1.65245,1.49032,0.206921,5.20698,0.676248,2.09567,2.57419
pan_gene_31773,23.7475,23.7475,4.58037,13.9495,7.22259,10.7683,11.0897,7.39981,14.3841,12.0276,11.4468,8.68551,6.65001,16.6146,12.4526,21.634,NA,21.8922,5.79916,19.3008
pan_gene_31774,0,0,0,0,0,0,0.297084,0.442284,0,NA,0.270147,0.14359,0,NA,0,0,0,NA,0,0
pan_gene_31775,NA,NA,0.735364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176143,NA
pan_gene_31776,NA,NA,1.41385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31777,0,0,0,0,0,0,0,0,0,0.0387254,0,0,NA,0,0,0,0,0,0,0
pan_gene_31779,NA,NA,0.0806844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31781,NA,NA,NA,NA,NA,NA,0,0.0930466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31782,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31783,NA,NA,37.9335,NA,15.8011,NA,NA,6.0883,NA,NA,15.375,NA,NA,NA,NA,NA,NA,11.5822,NA,21.3617
pan_gene_31784,0.276998,0.276998,0.180542,0.232462,0.353059,3.60128,0.426394,0.807461,1.28548,0.11224,2.46902,0.480581,NA,4.44763,0.441855,0.840421,1.24812,0.123877,0.984191,3.6654
pan_gene_31785,9.18053,9.18053,17.2166,7.22207,14.9205,7.46869,7.61596,11.0314,9.66017,10.4488,9.28275,9.69259,9.03918,11.8374,9.58936,9.69674,21.247,9.21105,15.2847,11.7328
pan_gene_31786,NA,0.259877,0.0791407,NA,NA,0.882746,0.674314,0.68246,NA,NA,0.0651564,NA,1.20899,1.07467,NA,NA,0.527205,NA,NA,0.103039
pan_gene_31787,NA,NA,0.920178,0.806969,NA,NA,NA,NA,1.83462,NA,NA,NA,NA,NA,NA,NA,2.41884,3.99035,NA,NA
pan_gene_31788,5.73029,5.73029,6.76917,2.88364,5.13129,3.62594,5.25598,4.43824,NA,4.28875,NA,NA,NA,6.57849,6.38392,NA,4.15865,6.9887,NA,5.02629
pan_gene_31789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31790,NA,NA,0.412268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31791,NA,0.0161222,0,0,0.0322197,0,0,0,0,0,0.053412,0,0,0,0,0,0,0.187227,0.00798612,0.0371827
pan_gene_31792,46.63,46.63,53.5438,NA,50.6212,32.3605,46.2011,38.0626,42.6489,45.8766,33.3853,30.5925,40.9719,45.7368,39.4708,NA,43.8176,39.0769,63.6036,53.391
pan_gene_31793,6.20656,6.20656,3.50787,8.27428,4.42266,7.77888,4.8681,10.4239,10.438,4.26429,NA,6.96452,NA,12.0833,3.80391,4.07438,10.4334,11.4098,4.6744,6.54156
pan_gene_31794,46.1828,46.1828,65.2976,66.3933,53.2621,73.3119,56.9736,66.0944,79.2375,58.3405,NA,82.9442,48.5888,63.9609,71.9652,52.4462,74.2207,52.1534,95.6408,39.3999
pan_gene_31795,NA,NA,7.27728,10.1284,11.9409,NA,14.3514,NA,11.1276,NA,NA,NA,NA,NA,13.7696,NA,12.695,NA,NA,NA
pan_gene_31796,46.5964,46.5964,34.2703,62.8486,49.6812,NA,NA,54.1957,50.8175,73.6371,14.2475,23.102,43.8589,50.701,43.9381,34.8626,61.664,50.6483,56.5418,47.1275
pan_gene_31799,2.84627,2.84627,15.8507,8.71077,12.6384,18.6431,4.92247,19.9888,20.1956,10.4632,NA,16.1504,10.3327,6.62803,11.7516,7.15242,12.3397,32.725,6.38141,10.3585
pan_gene_31800,NA,NA,0.325159,NA,17.4756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7984,NA,NA,NA,NA
pan_gene_31801,1.65299,1.65299,8.08552,7.43441,4.7691,12.5429,2.51002,9.0134,2.23337,4.16668,5.95315,23.7428,2.17075,1.89938,6.87531,2.07534,9.52699,4.6145,5.74966,4.19564
pan_gene_31802,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
pan_gene_31803,15.2217,15.2217,14.7369,10.1936,18.2842,9.12183,8.87163,19.9338,19.975,12.4404,13.7872,10.8304,25.2341,22.2001,20.8093,22.5749,22.2425,20.8144,18.6687,23.697
pan_gene_31806,NA,0.589756,1.72247,1.73982,2.37259,NA,1.11375,0.21395,3.44251,0.337992,1.15759,0.779725,0.621076,1.34878,1.40074,0.936107,1.93543,1.33353,2.55087,0.259765
pan_gene_31808,0.118197,0.118197,0,0,0.579768,0.091519,0.616328,0.0771727,0.0218958,0,0.045824,0.180418,NA,0,0.0620667,0,NA,0.498629,0.33005,0.0250797
pan_gene_31811,15.6211,15.6211,15.6684,17.4732,16.4104,11.6621,14.6888,18.6113,15.6415,17.2175,20.9846,10.6457,8.1162,19.3055,15.8734,16.2028,18.7642,19.113,18.1487,8.9992
pan_gene_31812,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA
pan_gene_31813,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA
pan_gene_31814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31816,3.5212,3.5212,3.15136,5.84782,2.01376,7.91804,5.12721,3.2672,4.87726,5.62869,5.56874,6.2886,4.0773,3.35191,6.28681,5.16936,2.25971,3.77705,6.18957,5.34853
pan_gene_31817,NA,NA,0.741167,0.9451,NA,NA,NA,NA,NA,NA,NA,0.524518,0.237426,NA,NA,0.267681,NA,NA,NA,NA
pan_gene_31819,13.7864,13.7864,28.3307,14.3884,21.5704,19.9448,20.9264,19.5634,27.4965,34.0949,15.1796,23.415,16.6182,19.1211,12.4401,9.65911,27.2576,13.2571,30.9095,13.5939
pan_gene_31820,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA
pan_gene_31830,NA,NA,1.14638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31831,NA,NA,NA,NA,0.104777,0.998916,NA,0.42155,0.770937,0.0905734,0.350637,NA,0.178379,NA,0.568725,0.131947,NA,NA,0.642977,10.8915
pan_gene_31833,NA,NA,0.0882593,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31834,NA,NA,14.1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31835,0,NA,0.0151111,NA,0.0207818,0.0364113,0.0215742,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0.0425651
pan_gene_31836,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31837,NA,NA,8.80657,NA,NA,NA,NA,NA,NA,NA,11.1876,9.81739,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31838,13.8774,13.8774,13.651,5.97931,7.66611,5.58822,24.7937,11.7588,15.0694,10.4249,21.3666,22.5241,18.3236,18.5659,13.0834,15.1828,6.42511,10.6774,15.4786,16.2717
pan_gene_31839,3.48417,3.48417,3.91459,3.91902,6.13697,6.16546,4.10282,4.84294,5.5765,4.80896,3.34164,2.49757,4.42615,4.79564,4.05873,3.87803,4.56971,6.42132,6.09802,4.48836
pan_gene_31840,0.160632,0.160632,0.12265,0.457807,0.170466,0.722555,0.166232,0.326855,0.182849,0.0798583,0.427518,0.375905,0.126187,0.157927,0.871873,0.43879,1.49792,0.464906,0.723368,0.405012
pan_gene_31849,NA,NA,1.59548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31851,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0.0961349,0.345739,0.105896,NA,NA,0.121317,0,NA,0.0614426
pan_gene_31853,NA,87.8043,209.755,53.0413,217.046,95.8591,86.2236,139.011,102.297,146.772,148.517,90.6661,120.738,126.756,NA,51.5393,85.2946,121.477,117.78,97.7399
pan_gene_31855,NA,NA,0.0464418,NA,NA,NA,0.354709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31856,NA,2.38651,NA,NA,1.56289,NA,1.92277,1.04377,2.0023,NA,1.26139,NA,2.0551,2.80239,1.01918,1.63721,2.39938,1.54919,NA,1.84086
pan_gene_31857,NA,NA,NA,0.534755,NA,NA,0.456148,NA,NA,NA,NA,NA,NA,0.22194,20.5505,0.0896987,2.35186,NA,5.21924,NA
pan_gene_31858,31.6433,31.6433,23.9955,25.4173,27.7334,23.8993,26.9062,28.9142,28.8825,30.0223,29.5838,29.7668,26.1322,29.3377,26.1265,22.3378,26.7314,29.6106,33.9352,26.2132
pan_gene_31859,24.4468,24.4468,18.3319,20.6802,29.103,23.9617,18.5839,23.319,21.9259,26.3174,20.124,26.5371,NA,23.8513,18.6791,17.8807,19.931,21.4986,27.1229,20.31
pan_gene_31860,NA,NA,3.21659,2.31709,5.11909,2.42569,NA,1.512,2.48873,2.72314,2.25204,NA,NA,NA,NA,3.66811,1.89794,3.16419,NA,2.5092
pan_gene_31862,8.9204,8.9204,8.86578,7.128,8.3081,8.5712,10.4222,7.78186,9.37738,9.59684,10.5909,6.41229,9.96557,11.0434,8.51515,8.41387,14.3127,6.86112,10.8938,14.9341
pan_gene_31864,NA,NA,0,NA,0.110156,0,NA,0,NA,0.0934789,0.186821,NA,0,0,0,0,0.12201,NA,0,NA
pan_gene_31867,26.5449,26.5449,15.8305,19.5876,20.2805,19.5633,22.6717,23.5445,26.7556,24.4823,19.1981,17.1762,22.106,24.0664,16.1621,15.0788,24.4578,22.9448,21.6363,23.8313
pan_gene_31868,NA,NA,NA,0.00907736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00813197,NA,NA
pan_gene_31871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31873,NA,NA,0.0913117,NA,NA,NA,0.0945762,0.0771162,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0699601,NA
pan_gene_31874,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31875,NA,3.40409,3.50165,4.86596,4.99892,4.39197,5.83357,5.65773,3.43813,4.88473,6.22892,5.25771,NA,5.36869,5.84492,3.40724,3.59158,4.95158,6.01778,4.26834
pan_gene_31876,NA,NA,0.267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31879,NA,NA,NA,0.0357634,39.9219,0.138852,NA,4.29558,NA,10.1493,NA,NA,0.195067,NA,NA,NA,0.10743,3.69314,NA,0.461476
pan_gene_31880,250.605,250.605,284.375,259.57,297.071,282.356,300.736,229.47,219.849,NA,354.329,254.627,342.918,271.724,NA,230.178,209.641,268.061,346.278,348.665
pan_gene_31881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31882,NA,NA,0,NA,NA,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
pan_gene_31884,17.3656,17.3656,13.3529,15.2688,30.1208,16.4709,13.8876,16.2592,15.5657,31.8776,14.3935,14.136,16.4509,26.0089,13.7532,14.484,17.0327,13.3458,21.3043,21.252
pan_gene_31887,NA,NA,2.97356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07079,NA,NA,NA
pan_gene_31888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0428117,0.0525259,0.101819,NA,NA
pan_gene_31890,11.8959,11.8959,9.85589,6.91038,5.74755,7.04138,12.5788,10.7225,13.7451,8.30029,11.5784,12.4092,NA,4.42349,8.10917,6.46214,11.2473,13.0636,12.3986,12.2649
pan_gene_31895,NA,NA,0,NA,NA,NA,NA,0.102854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31900,0.434901,0.434901,0.0958244,0.0447881,0.0572504,0,0.399939,0,0.076026,NA,0,0.313106,NA,0.230465,0.0527364,0.269226,NA,0,0.353386,0.264372
pan_gene_31901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31902,1.8994,1.8994,NA,NA,2.33767,1.68539,NA,1.43239,1.7543,1.66625,1.54192,1.53326,2.36698,2.3304,1.88264,1.48867,2.1913,1.68071,NA,NA
pan_gene_31903,NA,NA,1.88752,NA,NA,NA,NA,5.4026,NA,NA,NA,NA,NA,NA,4.20815,NA,NA,NA,NA,NA
pan_gene_31904,13.4624,13.4624,0.450699,0.894782,14.2736,0.198269,0.730962,0.554918,0.349285,0.6713,0.452052,0.082276,0.724122,0.180382,0.602042,0,0.571459,7.8273,0.320999,2.1034
pan_gene_31905,50.078,50.078,31.7314,31.6758,41.4527,32.5251,35.3646,40.4131,39.8237,43.6584,43.1327,32.2719,48.9996,41.1609,37.6947,43.1482,39.4225,47.6105,40.4526,39.909
pan_gene_31907,256.134,NA,26.8819,31.7962,NA,33.8508,NA,35.7755,NA,NA,56.3076,NA,NA,NA,46.3168,11.0526,37.2186,37.1925,37.6945,33.3968
pan_gene_31908,43.8083,43.8083,37.3169,33.9451,36.0232,34.8294,41.8512,39.862,44.7054,24.9633,33.9475,36.3594,44.5245,31.5842,39.0962,42.1242,42.8871,39.4046,27.3977,32.9309
pan_gene_31909,NA,NA,1.07869,4.06973,2.07062,NA,NA,1.61082,2.3038,NA,NA,2.3056,NA,1.56508,NA,NA,NA,NA,NA,NA
pan_gene_31910,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31911,NA,NA,12.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4001,NA,NA,NA,NA,NA,NA,NA
pan_gene_31912,NA,4.76375,8.14358,2.8315,NA,2.43978,6.60702,NA,3.95379,NA,5.43872,5.04626,12.4812,NA,4.78851,11.1534,8.80672,NA,4.55514,NA
pan_gene_31913,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31914,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31919,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31921,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31922,3.28278,3.28278,2.94806,3.36883,3.28695,1.71586,2.81547,3.13231,3.59219,3.46146,4.72078,3.44695,3.09389,3.04962,3.6219,3.40022,3.53658,3.99984,3.22537,3.65079
pan_gene_31923,NA,NA,12.8503,25.3275,NA,NA,1.05703,16.1679,5.44019,21.0326,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211887
pan_gene_31924,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31927,5.27938,5.27938,6.50297,6.45375,7.69179,7.95483,4.88728,6.69535,8.08393,8.87346,7.10855,7.57266,6.83131,6.44638,6.40092,7.40879,8.38964,7.15329,8.61589,7.4865
pan_gene_31928,NA,NA,35.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31929,NA,NA,5.35484,NA,NA,NA,NA,NA,NA,NA,NA,7.97208,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31932,1179.55,1179.55,1017.83,1313.93,1201.65,1655.79,657.877,862.44,1555.69,1224.76,1031.51,1567.49,1066.31,718.116,1278.72,482.714,851.366,1178.67,2203.48,530.331
pan_gene_31933,48.8917,48.8917,36.7208,40.3508,40.0661,39.0775,40.7678,37.6327,50.2445,48.2259,39.1029,48.3967,40.0187,51.4155,25.5071,21.6726,38.2382,34.6476,45.0008,47.507
pan_gene_31934,NA,NA,0.0476546,NA,0.165678,0.174681,0.0061177,NA,0.25514,NA,NA,NA,0.0900224,NA,NA,0.0814375,0.187023,0.126743,0,0.183936
pan_gene_31935,NA,NA,0.250187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436315,NA,NA,NA,NA,NA
pan_gene_31936,NA,NA,0,NA,NA,NA,0.0357305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31938,NA,NA,NA,17.5122,16.7649,23.4745,NA,34.8513,NA,NA,NA,33.8154,34.9378,NA,43.2586,NA,45.7394,27.5388,28.6407,NA
pan_gene_31939,102.864,102.864,91.302,104.574,71.381,59.5921,93.5863,72.971,87.2683,81.3702,107.391,84.7822,80.5572,77.9919,80.4642,104.045,81.906,102.051,103.765,78.5665
pan_gene_31942,NA,NA,8.25397,NA,8.5678,NA,NA,NA,NA,87.1741,NA,NA,30.2711,NA,NA,NA,NA,14.8675,87.4858,NA
pan_gene_31945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31946,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31947,NA,NA,0.773369,NA,NA,1.53226,NA,NA,0.637083,NA,0.816675,0.650297,NA,NA,NA,NA,1.09496,0.684764,NA,NA
pan_gene_31949,0.078622,0.078622,0.241002,0.140372,0.146275,0.145005,0.112585,0.13823,0.227668,0.130422,0.186127,0.304019,0.0693531,0.267455,0.18158,0.219481,0.22076,0.15601,0.125499,NA
pan_gene_31951,NA,NA,0.585342,0.660836,NA,NA,0.271237,NA,NA,1.01563,NA,NA,NA,NA,NA,NA,0.268576,NA,NA,0
pan_gene_31952,NA,NA,0.574503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44539,NA,NA,NA,NA,NA
pan_gene_31953,NA,NA,3.74481,NA,NA,3.75469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31954,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31956,NA,NA,0.351869,NA,NA,NA,NA,NA,NA,0.989276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31958,7.28266,7.28266,5.87784,6.09318,6.15941,5.05496,7.36334,6.63224,8.55575,6.22319,6.33536,4.49713,7.13691,7.6784,6.77488,6.77203,6.46684,6.20662,6.83775,4.75971
pan_gene_31959,NA,NA,44.5573,34.7707,38.7872,28.7852,27.8898,31.6464,34.5476,40.299,36.3045,43.8853,32.0737,NA,33.5247,45.4575,52.1558,36.8716,39.0953,30.8943
pan_gene_31960,NA,NA,0.147729,NA,NA,0,NA,NA,NA,NA,NA,16.8906,NA,NA,NA,NA,0,NA,NA,NA
pan_gene_31961,NA,NA,0.0836203,0.0713811,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
pan_gene_31962,0,0,0,NA,0,0.0203925,0,0,0,0,0,0.0267105,0,0,0,0,0,0,0.149641,0
pan_gene_31963,6.875,6.875,8.42872,7.75594,9.4725,7.93535,7.1822,7.4087,6.36758,9.6945,7.75112,6.7836,7.40446,8.31621,7.55608,11.5079,9.99446,6.70048,12.8095,8.27836
