,B73,Tzi8,Ky21,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML69,Ki11,CML322,Ki3,CML103,Tx303,NC358,B97
pan_gene_31964,NA,NA,2.09569,NA,NA,NA,NA,NA,3.08823,NA,NA,NA,NA,5.05682,NA,NA,5.74759,3.16829,NA,NA
pan_gene_31965,9.98602,9.98602,12.7995,12.1801,13.7073,14.8203,9.9612,13.539,8.67815,15.8731,10.1171,8.11093,9.23471,14.5953,9.41072,7.67109,14.4472,10.8036,13.6073,16.7391
pan_gene_31966,91.5756,91.5756,53.0614,55.1442,80.1935,76.8027,81.0895,45.5886,43.5773,79.2127,34.8204,41.1861,NA,44.4095,34.9403,24.4464,59.2731,34.7674,62.0102,48.4637
pan_gene_31969,100.175,100.175,16.1419,15.6467,103.644,85.1629,104.027,110.689,117.045,121.471,137.305,102.04,18.1079,148.901,114.1,20.5333,16.9461,14.9094,15.1045,26.5393
pan_gene_31970,NA,NA,23.3568,NA,NA,NA,NA,NA,NA,24.7415,NA,NA,NA,NA,NA,NA,39.8755,NA,29.8078,NA
pan_gene_31971,117.29,117.29,114.502,85.0753,143.353,89.2044,91.4441,80.6628,100.746,123.284,70.0853,63.6328,97.7346,108.461,75.0543,79.807,91.9022,95.6443,92.1413,112.328
pan_gene_31972,0.594996,0.594996,1.07907,1.6497,NA,NA,0.161372,0,3.14924,NA,NA,NA,0.356673,0,NA,0,0.683258,0.0714536,NA,0
pan_gene_31973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31974,9.35142,9.35142,3.32357,3.87765,9.88072,8.16262,7.61957,3.75864,6.95698,9.78534,9.55201,7.35676,10.3936,4.98336,3.50772,3.28404,9.01546,4.09518,4.55393,4.56671
pan_gene_31975,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0.0859163,0,0,0,0.134463,0.103781
pan_gene_31976,21.1942,21.1942,55.5282,21.9861,22.5161,18.3547,27.5139,19.2095,32.4061,20.5017,27.9254,21.3441,28.992,26.8462,23.5685,25.1258,NA,22.6931,22.0792,24.2786
pan_gene_31977,19.0064,19.0064,9.31095,12.3304,21.1025,14.4385,16.3061,14.6938,16.4746,17.0215,15.3243,13.4415,16.6308,19.1994,13.3025,12.6102,17.5996,11.7995,15.0534,19.7821
pan_gene_31982,30.4086,30.4086,34.8594,27.453,18.5806,7.72208,33.9692,27.9625,20.457,43.3234,18.3296,8.09681,38.7781,36.983,21.5488,27.6233,34.9222,NA,47.1719,68.3093
pan_gene_31983,23.2168,23.2168,13.0218,16.1198,21.3486,17.1645,23.1621,18.7846,22.3756,15.557,23.0634,22.2488,21.3708,21.6203,24.1562,23.297,16.8432,18.9466,19.8454,19.2946
pan_gene_31984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41141,NA,NA,NA,NA,NA,NA
pan_gene_31986,22.4941,22.4941,31.6711,29.3274,28.9025,25.9656,19.671,30.4283,22.5984,29.9328,22.1732,24.8269,20.7434,22.2233,20.486,19.421,26.7213,25.1122,24.3547,24.819
pan_gene_31987,NA,NA,0.30716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31990,7.65132,7.65132,4.95427,6.16625,6.60803,3.80121,3.96277,10.4333,5.47924,9.4135,7.65912,8.25097,12.0251,7.37732,4.23865,10.9385,11.0507,4.96488,6.69645,11.7811
pan_gene_31992,NA,NA,0.431877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635956,NA,5.10732,1.31341,NA,NA,NA
pan_gene_31993,9.83082,9.83082,10.954,11.0165,13.6361,14.1099,12.5783,14.3527,13.1937,14.9163,10.1784,11.4531,NA,14.4137,12.4773,10.5533,NA,14.6381,14.3273,8.09069
pan_gene_31996,0.0517185,0.0517185,0.0941363,0.0881484,0.157723,0.345444,0.147291,0.212154,0.217347,0.487334,0.0416764,0.0952883,0.125186,0.246111,1.16013,0.253324,0.0861539,0.222605,0.280541,0.0587694
pan_gene_31998,1.29149,NA,NA,NA,7.02286,16.8251,NA,6.2471,NA,6.13945,NA,2.64604,NA,3.51094,7.76866,NA,2.61451,5.41983,1.37412,1.21078
pan_gene_32000,NA,NA,NA,NA,7.7511,8.62905,21.3966,NA,NA,NA,NA,NA,8.48164,3.54491,8.64559,11.8257,10.6229,NA,NA,NA
pan_gene_32003,0.0702307,0.0702307,0.223389,0.784461,1.02634,0.973142,0.494835,0.408181,0.347882,0.739191,0,0.213635,0.452183,0.345697,0.168021,0.241571,1.46127,0.661193,0.816488,0.197014
pan_gene_32004,119.334,119.334,70.3836,90.7753,80.4593,61.4894,105.973,108.491,109.589,77.9873,112.705,86.3399,126.761,117.78,113.06,110.71,97.4344,107.002,115.671,97.1593
pan_gene_32005,NA,NA,586.905,612.569,NA,439.575,NA,757.283,680.048,52.2367,1207.88,334.469,NA,NA,733.909,1005.97,509.813,NA,622.818,1006.78
pan_gene_32006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32010,2.47958,2.47958,0.791122,1.0031,1.3195,2.69331,3.19041,1.43484,2.73415,3.66197,NA,1.15872,5.14985,NA,4.32184,NA,4.61252,NA,1.15743,3.72928
pan_gene_32012,NA,NA,NA,3.62715,NA,NA,1.37958,3.39332,2.55252,NA,2.04037,9.54523,NA,2.39308,1.11339,NA,NA,3.47155,7.93428,3.69336
pan_gene_32013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32014,79.1727,79.1727,166.661,159.817,185.206,158.707,93.3239,120.222,178.304,144.864,156.845,209.343,127.708,56.6964,159.092,41.6694,127.647,107.23,148.952,124.444
pan_gene_32015,NA,NA,4.51062,4.70332,10.2134,NA,3.09286,NA,3.86567,5.33344,2.76302,NA,NA,6.9591,NA,3.7046,NA,NA,4.18678,5.782
pan_gene_32017,NA,NA,5.93824,0.784546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32018,17.6697,17.6697,11.4438,13.8441,16.2763,16.4168,13.8008,16.1216,18.8937,13.238,11.8658,11.846,17.5503,18.3654,16.5627,24.3135,17.4602,19.7525,16.7335,14.6713
pan_gene_32019,NA,NA,25.6721,NA,NA,NA,NA,NA,NA,23.4293,41.437,NA,NA,37.6867,NA,NA,NA,NA,NA,NA
pan_gene_32020,41.0255,41.0255,26.4828,40.5935,31.1228,32.6132,27.0972,38.0696,45.9796,37.3656,26.6746,25.2755,42.7764,48.0384,7.89386,32.3847,40.0598,28.7748,33.0996,42.5323
pan_gene_32021,NA,4.14205,NA,NA,5.22052,2.1221,NA,2.25377,3.03158,NA,3.22019,2.84721,2.28526,1.06781,2.80909,9.3936,9.82538,NA,NA,NA
pan_gene_32022,NA,NA,1.6471,NA,3.0237,2.05408,2.56888,2.50821,2.05763,NA,NA,NA,2.40169,2.43974,1.76593,NA,2.98499,NA,NA,NA
pan_gene_32023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32025,NA,NA,NA,NA,NA,NA,NA,14.5154,NA,NA,NA,NA,NA,7.38058,NA,NA,NA,NA,NA,5.68748
pan_gene_32026,14.3515,14.3515,13.306,10.3072,10.9361,9.43129,16.1542,8.39513,9.60586,12.7488,14.2028,10.9396,NA,14.9297,10.8694,9.77894,10.5297,10.03,13.9002,8.91983
pan_gene_32029,15.6544,15.6544,10.9276,12.4182,14.0925,12.404,15.2701,16.5165,16.6773,15.2511,10.1628,9.32554,10.8488,14.8657,10.7786,12.4047,20.3862,10.7735,13.0105,20.8346
pan_gene_32031,NA,NA,NA,NA,NA,33.3629,14.2203,NA,32.0251,36.157,NA,NA,NA,37.491,NA,27.6384,NA,NA,NA,30.7138
pan_gene_32033,NA,NA,1.59176,NA,NA,NA,NA,NA,NA,NA,NA,2.45039,NA,NA,3.7727,NA,NA,NA,NA,NA
pan_gene_32034,0,0,0,0,0.994675,1.22944,1.37822,0.342739,0.143413,0,0,0,0.0807417,0.20244,0,0,0.115415,1.58191,0,0
pan_gene_32035,NA,NA,13.1857,21.6677,20.9897,17.5604,17.6703,NA,22.1214,19.8938,NA,NA,17.6409,25.2084,13.6799,17.4471,15.2941,22.8659,19.0714,18.465
pan_gene_32036,20.0628,20.0628,14.3792,NA,17.8046,21.3509,15.3033,20.6522,22.2967,13.1833,14.1442,16.312,15.3376,20.6888,19.7466,17.0543,18.3432,10.0099,24.9131,5.31884
pan_gene_32039,NA,0.754818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03297,NA,NA,NA
pan_gene_32042,9.70693,9.70693,6.36413,7.40102,7.5133,9.76702,13.981,11.8817,11.2441,9.47077,8.74734,7.8952,9.51353,9.90753,9.95699,8.10563,10.9198,8.62443,8.58008,8.01786
pan_gene_32043,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.290416,34.1887,NA,NA,NA,NA,NA,0,NA,0.608087
pan_gene_32045,4.72715,4.72715,13.9957,5.12998,12.5273,15.0199,10.0343,24.9352,20.0475,2.86176,3.58184,8.35887,4.60118,28.0278,20.1826,5.71872,17.9911,4.96761,8.6583,16.9971
pan_gene_32046,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA
pan_gene_32047,0.270942,0.270942,0.559633,0.326024,0.251319,NA,NA,0.168962,0.225478,0.382051,0.728602,0.386904,0.198591,0.232442,0.144984,0,1.21264,0.175386,0.772944,0.273922
pan_gene_32048,1.7207,1.7207,NA,NA,0.93487,1.38409,NA,0.212439,0.554386,1.1312,1.0802,NA,NA,NA,NA,0,2.02547,NA,NA,0.162164
pan_gene_32049,NA,NA,5.19253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32050,NA,NA,0.064604,NA,NA,0.203196,0.579206,0.177579,0.150624,NA,0.0451846,NA,0,0.0844646,0.0293119,NA,0.113133,0.0865139,0.086654,0.128677
pan_gene_32051,41.055,41.055,23.8951,27.9085,29.8124,28.7885,32.9171,37.1314,32.634,36.1476,41.7937,27.7556,40.9185,31.5784,35.6995,28.8389,51.7738,34.379,30.8684,50.7423
pan_gene_32052,1.03041,1.03041,NA,0.936684,NA,1.24204,NA,1.47369,NA,1.61221,NA,NA,NA,NA,NA,1.09749,3.74544,1.1599,1.6829,1.66142
pan_gene_32053,16.947,16.947,8.15252,8.35386,10.9252,5.08775,12.0937,6.64766,14.6801,10.1099,20.1471,12.2787,18.0372,14.8139,17.3743,18.2089,15.2191,11.4593,16.0279,19.7215
pan_gene_32054,0,NA,0.293341,0,0.316104,0.0388596,0,0,0,NA,0.161088,0.0112456,NA,0,0.0137253,0,0,0.0163147,0,0
pan_gene_32055,2.61157,2.61157,1.69586,1.75155,1.47747,0.869965,1.89926,1.67426,1.32572,2.04098,7.86552,7.83944,1.811,2.34434,0.715712,1.94605,3.47587,1.51961,1.36408,2.90122
pan_gene_32056,5.21459,5.21459,2.51728,2.76093,2.28712,3.12848,2.05534,3.02383,2.49993,2.80423,5.40272,3.205,3.39055,1.41778,3.42124,3.1854,2.40961,4.05706,1.12689,7.80968
pan_gene_32057,NA,NA,NA,NA,NA,0.265744,0,1.16636,1.75889,0.760455,NA,2.06077,0.130171,NA,0.0856783,0.258412,NA,0.518615,NA,NA
pan_gene_32058,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
pan_gene_32060,6.41684,6.41684,4.52685,2.91569,5.8912,4.6353,4.95742,6.8759,8.29627,5.89627,4.85652,5.55506,6.14834,5.94752,5.83139,3.82106,6.33191,5.64557,6.11608,8.93492
pan_gene_32062,10.0991,10.0991,7.41415,8.87587,7.31109,9.74499,7.08136,8.33452,5.806,8.39055,5.68839,8.05766,8.08161,3.7864,5.99466,4.86105,9.02098,8.50297,6.98779,7.68008
pan_gene_32063,NA,NA,0.0390228,0.167314,0,0.0338267,0.265395,0,NA,0.0811482,0,0.169927,0.156151,0,0.331332,0,0,0.226715,0.0472362,0.0525211
pan_gene_32064,NA,NA,0.00877351,NA,NA,NA,NA,NA,0.00178917,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_32065,177.917,177.917,145.392,166.215,112.335,98.298,237.542,178.827,196.749,119.435,320.016,190.914,287.93,140.416,216.909,327.048,136.19,177.404,106.059,187.201
pan_gene_32066,NA,NA,3.52414,3.29565,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
pan_gene_32067,7.18176,7.18176,4.86431,4.86185,4.09251,4.77051,4.65359,3.93066,3.91392,5.65214,6.92956,4.75339,2.59188,6.6379,3.24605,6.24929,4.06064,6.00185,5.0169,6.15751
pan_gene_32069,NA,NA,0.0881966,0,0.139406,0.17097,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32072,7.14552,7.14552,6.67989,13.7045,20.0977,12.3036,5.04619,4.02093,3.29019,2.96088,2.31588,5.46595,3.06098,2.7872,5.63379,1.46288,NA,4.59428,3.95588,2.45063
pan_gene_32073,0.176432,0.176432,0.537703,0.316723,0.66915,0.511734,0.22741,0.0262241,0.461675,0.194633,0.697162,0.713782,0.117201,0.445594,0.302892,0.0694873,0.125645,0.808093,0.368443,0.456199
pan_gene_32075,17.6197,17.6197,42.7931,23.5653,47.2678,57.6671,14.6881,23.9274,19.0475,39.3333,12.6427,22.8114,13.5105,15.1608,12.7314,6.7077,22.024,14.297,21.5606,20.0676
pan_gene_32076,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207364,NA,0.774822,NA,NA,0,0,NA,NA,0.665553,NA
pan_gene_32077,NA,NA,17.8575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32078,NA,NA,0.179152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32079,43.238,43.238,29.94,29.2412,40.2708,38.0235,18.5565,38.2596,25.6568,42.9806,13.1705,19.6342,23.6334,30.8337,15.9559,18.6278,37.6838,34.4643,37.9202,30.0504
pan_gene_32080,14.2721,14.2721,13.4859,12.4011,11.8291,8.97519,14.3597,16.0444,13.6937,14.308,18.1347,8.64055,16.7728,18.7451,13.2272,11.921,16.246,12.4056,14.2666,20.996
pan_gene_32081,NA,NA,0.675232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32082,NA,NA,0.0949688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.165446,0.0865546,0.180857
pan_gene_32084,4.03118,4.03118,2.02708,2.51813,2.78788,1.54943,6.31123,2.86382,3.52117,1.57656,2.63818,2.95003,3.93671,3.58902,2.81575,2.12392,3.11948,4.76874,3.15082,NA
pan_gene_32085,NA,NA,0.0859367,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32088,6.27254,6.27254,8.94872,4.57962,5.69683,4.5565,5.82536,5.00566,6.59738,10.4021,4.21282,3.1465,NA,6.52876,3.08745,3.70997,8.59548,6.58182,7.67128,8.91175
pan_gene_32089,NA,NA,0,0,NA,0,0.101834,NA,0.0277109,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
pan_gene_32090,7.56165,7.56165,6.28016,6.66619,6.89434,5.85395,6.88528,6.61854,7.2479,6.57398,7.59598,5.42496,6.34619,8.28674,6.36241,4.63351,7.93173,7.89633,11.6263,6.94153
pan_gene_32091,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32092,NA,NA,0.855929,1.06752,NA,NA,NA,1.79615,3.41019,NA,NA,0.538102,NA,NA,1.80401,1.3282,1.10779,NA,NA,NA
pan_gene_32093,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32094,11.2398,11.2398,9.98964,10.1395,11.5241,NA,11.9067,11.8858,11.406,11.9118,NA,9.41672,12.0957,12.8343,11.7252,10.7689,13.5123,9.62334,13.1884,11.1945
pan_gene_32095,NA,NA,2.28365,NA,2.72452,0.87031,3.09323,NA,NA,NA,2.14171,2.43796,2.99808,3.20309,1.94416,2.71709,3.23162,2.53616,2.98001,4.29925
pan_gene_32096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32097,NA,NA,NA,NA,NA,15.5455,3.90877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0209,NA,2.44669
pan_gene_32098,NA,NA,NA,NA,14.7024,28.7843,NA,57.5525,32.8388,23.9869,27.0865,21.4173,NA,NA,NA,NA,88.8632,42.4539,NA,35.1098
pan_gene_32099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32100,3.00149,3.00149,2.95244,4.1986,3.3239,3.61708,4.21181,4.45075,3.73302,3.2631,3.50253,2.84743,4.01335,4.85494,3.89822,2.64056,5.70688,3.16244,5.33522,4.40768
pan_gene_32101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32102,65.7322,65.7322,82.6762,109.729,67.3049,89.0033,69.0712,119.875,110.475,57.9856,93.1645,114.748,52.228,55.1079,68.6563,93.1523,96.0523,67.1611,91.9007,17.128
pan_gene_32103,5.5227,5.5227,6.92343,7.72977,6.07695,5.63775,8.61293,8.48951,8.29919,7.24108,8.90142,5.79102,7.94615,7.53437,6.73963,7.85889,8.14276,6.4511,9.98287,7.22221
pan_gene_32104,NA,290.408,NA,203.992,NA,131.301,283.174,200.852,260.829,169.135,NA,240.041,NA,297.822,229.078,394.874,189.869,286.537,188.422,277.258
pan_gene_32105,55.7641,55.7641,46.7993,47.6361,58.7925,45.6701,43.0143,65.0589,39.6819,44.977,40.5554,44.3185,40.6721,48.5382,39.6381,29.1242,37.7513,43.1748,60.3472,50.2734
pan_gene_32106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32107,NA,NA,NA,0.0146504,NA,NA,NA,NA,NA,0.570023,NA,NA,3.84547,NA,NA,0.649435,NA,NA,NA,NA
pan_gene_32108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124071,NA,NA,NA,NA,0.0156682,NA,NA,NA
pan_gene_32109,20.5524,20.5524,5.57671,3.62279,2.51732,4.18177,11.6949,7.59031,8.69641,2.04576,NA,2.23784,10.3739,6.03125,3.99274,9.93783,4.6568,9.05964,7.51615,5.72595
pan_gene_32110,NA,NA,0,NA,NA,0,0.0633751,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pan_gene_32111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32112,NA,NA,0.301586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32114,0,0,0,NA,0,0,0,NA,0.181204,NA,NA,NA,0,0,0,0,0,0,0,NA
pan_gene_32115,NA,NA,3.73983,NA,4.95924,4.47055,4.29044,4.66011,6.13104,5.03821,5.80605,4.22693,6.28672,5.73573,NA,4.92492,NA,4.84643,5.183,5.06542
pan_gene_32116,NA,NA,4.07289,3.41298,NA,3.52049,NA,NA,NA,NA,NA,NA,NA,3.05149,NA,1.51798,NA,NA,NA,NA
pan_gene_32118,53.1901,53.1901,43.2867,54.1676,53.4881,41.4991,65.3473,53.9939,70.774,44.9019,70.1586,50.0537,62.0211,71.749,61.96,69.1534,54.8838,49.9219,57.2851,51.8342
pan_gene_32120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5646,0.31702,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32124,4.65576,4.65576,2.58752,3.11085,NA,2.62532,4.96993,NA,4.87227,3.21607,2.8505,3.11538,5.64124,5.1757,3.7954,3.82781,NA,NA,NA,3.71435
pan_gene_32125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00183571,0,0.00327645,NA,NA,NA
pan_gene_32128,NA,NA,0.450427,NA,NA,NA,NA,NA,NA,NA,NA,0.0608191,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32132,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32133,3.56166,3.56166,3.07612,2.30432,3.04532,2.90815,3.64281,3.73983,2.76175,3.4999,3.20472,3.03,2.18689,2.81927,1.7267,1.49865,2.93093,3.39732,NA,3.30211
pan_gene_32134,NA,0.0743561,0.289755,0.220604,0.652376,0.414571,0.911884,0.420181,0.854725,0.71247,0.0214703,0.497554,0.92125,0.552517,0.846174,1.00814,0.526631,0.954771,0.620149,0.630628
pan_gene_32135,NA,NA,103.691,145.475,NA,NA,96.1927,105.923,100.718,68.9668,90.6741,83.5173,NA,109.393,NA,NA,NA,NA,130.57,123.118
pan_gene_32136,NA,20.2767,20.6821,17.7384,23.011,13.3256,20.5365,19.1792,15.9488,17.212,15.5691,17.7601,26.4239,24.7571,19.4233,20.179,21.4492,19.7624,19.2865,29.4392
pan_gene_32137,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32138,0,0,0,0,0,NA,0,0,0,0.0784859,0,0,NA,0,0,0,0,0,0,0
pan_gene_32139,NA,NA,0.419232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679797,NA,NA,NA
pan_gene_32140,5.8333,5.8333,3.91527,4.77792,12.5356,3.85236,5.82644,4.52519,5.402,4.60382,36.3701,17.4414,5.983,7.04158,24.2684,5.77489,22.9095,3.93291,5.44225,27.1252
pan_gene_32141,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32142,8.84056,8.84056,7.08021,7.67725,6.24362,6.54267,8.29941,8.6675,9.25415,8.55172,10.2816,7.11324,10.1238,10.4821,9.31203,9.91857,7.9421,8.86592,NA,8.01613
pan_gene_32143,NA,NA,22.5699,NA,35.9408,25.7054,23.2242,NA,25.4031,NA,18.5568,20.129,NA,30.8108,23.1817,22.0217,36.0992,34.4007,NA,39.3396
pan_gene_32144,69.5959,69.5959,56.1624,45.0831,64.5582,49.9818,52.0649,69.894,50.2656,62.9149,46.9331,40.2152,47.2636,60.2082,47.8285,40.5747,64.7723,60.0336,61.9452,55.9231
pan_gene_32145,7.17951,7.17951,13.2354,11.1049,13.8665,12.073,20.6725,13.6888,11.8184,10.9345,31.3384,12.1389,12.8454,19.5244,18.0262,19.7963,27.3711,12.8016,13.8091,16.7779
pan_gene_32146,NA,NA,0.607305,0.372907,0.339148,0.587979,NA,1.63294,0.358743,NA,3.65106,0.872174,NA,0.558672,0.418228,0.521155,2.83854,NA,0.88635,2.0449
pan_gene_32148,NA,NA,4.15601,1.51909,NA,NA,NA,0.959253,5.02454,5.2058,NA,NA,3.91726,NA,3.77194,NA,NA,5.09821,NA,6.08761
pan_gene_32149,NA,NA,NA,NA,13.5993,NA,NA,12.34,NA,18.4993,NA,NA,NA,NA,9.10332,6.60865,NA,NA,NA,15.4919
pan_gene_32150,4.72397,4.72397,NA,NA,15.5606,13.5911,11.0845,14.3328,14.6088,13.8619,9.41606,11.4378,NA,13.1274,8.71105,8.53893,16.4747,3.88434,11.6648,16.4168
pan_gene_32152,NA,NA,5.80573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32155,0.0224686,0.0224686,0,0,0.0704998,0,0.151989,0,0,0,0,0.0209448,0.0394184,0,0,0,0,0.0216431,0.0215213,0.0247423
pan_gene_32156,NA,NA,NA,NA,5.30962,NA,0.945594,0.198437,0.258575,NA,0.767425,NA,NA,0.66646,1.9357,1.99271,NA,NA,0.344467,0.703724
pan_gene_32157,NA,NA,0.11343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32160,NA,NA,0,NA,0.00577867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pan_gene_32161,NA,NA,NA,NA,NA,NA,27.7182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32162,NA,NA,NA,NA,NA,NA,0.826711,NA,NA,1.02206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32163,NA,NA,NA,NA,NA,NA,16.6903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32164,64.1825,64.1825,47.36,54.8165,60.457,48.869,67.116,57.1704,62.0015,49.4657,59.4979,69.671,67.0967,56.7066,73.6782,51.3246,51.5776,61.157,69.3293,57.187
pan_gene_32165,7.53025,7.53025,5.43594,6.10716,7.6279,4.68247,5.9331,6.20323,7.02833,7.40311,5.87046,NA,3.96787,7.61,5.53912,3.78991,5.69922,3.95896,6.92167,9.87867
pan_gene_32166,NA,25.7474,23.0855,22.5673,28.936,26.137,29.4846,25.1199,27.1472,25.0858,26.9216,24.5368,30.6948,27.8675,26.0383,27.718,30.3261,25.5297,27.3407,27.4207
pan_gene_32167,NA,NA,NA,NA,NA,NA,0.646094,NA,NA,NA,NA,0.111602,0.138926,NA,0.198268,NA,NA,NA,NA,NA
pan_gene_32169,3.01889,3.01889,2.8099,3.12229,NA,3.43954,2.47927,NA,3.07624,3.53683,1.96781,2.06636,3.44674,3.19168,2.50495,2.35972,3.19088,1.81661,3.24756,2.85494
pan_gene_32170,20.031,20.031,12.7614,13.4643,19.1923,15.3054,11.3921,15.7425,16.4116,16.4132,12.4696,31.7796,13.5504,16.6894,14.0359,NA,16.5886,14.7956,17.0362,16.8648
pan_gene_32171,407.201,407.201,227.843,174.367,433.739,316.561,211.9,325.607,273.22,312.535,186.244,273.21,253.296,323.053,224.086,160.049,251.918,370.83,306.243,199.774
pan_gene_32172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53507,NA,6.25949,NA
pan_gene_32173,0,0,0.0404079,0,0,0.0535053,0.0280773,0,0.057477,0.0839427,0,0,0,0,0,0,0.0277566,0,0.0736221,0
pan_gene_32174,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_32175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
