,pan,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97
6948,pan_gene_17821,NA,NA,NA,NA,0.5674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6235,NA,NA,0.8402,NA,0.7442,0.8487,NA,NA,NA,NA
6951,pan_gene_17824,0.6393,0.3279,0.117,0.4892,0.6554,0.1195,NA,0.7207,0.4491,NA,0.7229,NA,NA,NA,0.6008,0.5727,0.443,0.1215,0.5964,0.264,NA,0.6103,0.3893,0.4576,0.5286,0.5612
6960,pan_gene_17833,0.6606,0.6978,0.5685,0.7362,NA,0.6143,0.6107,0.5821,NA,0.4294,NA,0.7372,NA,NA,NA,NA,0.5503,NA,NA,NA,NA,NA,0.6862,NA,0.6232,NA
6974,pan_gene_17853,0.0499,0.2188,0.0898,0.0616,0.0898,0.1682,0.059,0.1972,0.144,0.1462,0.0521,NA,0.0633,0.0641,0.0692,0.0532,0.0876,0.1998,0.0924,0.1171,0.0081,0.0303,0.3073,0.1007,0.0482,0.1292
6978,pan_gene_17857,0.3759,0.4641,0.259,0.3333,NA,NA,0.293,NA,NA,0.1734,0.2847,0.4162,NA,NA,0.4138,0.3293,NA,0.2954,0.5874,0.2753,NA,0.2324,0.3211,0.3966,NA,NA
6984,pan_gene_17863,0.6873,0.7713,0.5667,0.7475,0.6327,NA,0.6789,0.6777,0.6804,0.5865,NA,0.6313,0.6512,0.7054,NA,0.652,0.7608,0.7414,0.7782,0.6259,0.6722,0.701,0.7218,NA,0.6528,0.657
6988,pan_gene_17869,NA,0.1238,0.0414,0.0432,0.022,0.0663,0.0497,NA,0.1212,0.1612,0.0459,0.0374,0.0312,0.1633,0.1352,0.1037,0.1136,0.0636,0.1204,0.1247,0.0976,0.2716,0.1355,0.1497,0.1274,0.0632
7005,pan_gene_17884,0.6127,0.5923,0.4853,0.6181,0.6127,0.5409,NA,0.5836,0.6768,0.5478,0.8125,0.6514,0.6871,0.7261,0.4868,0.8228,0.5027,0.6131,0.7883,0.6765,0.6773,0.7978,0.6136,0.5531,0.6458,0.781
7014,pan_gene_17894,0.6346,0.5278,0.5905,0.6732,0.6024,0.4937,0.7531,0.6506,0.5405,0.56,0.5143,0.5528,0.6028,0.6373,0.6014,NA,0.7055,0.6109,0.7678,0.625,NA,0.6783,0.5121,0.4924,0.7236,0.7047
7015,pan_gene_17895,NA,NA,NA,NA,NA,NA,NA,0.2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5657,0.6228,NA,NA,NA,NA,NA
7025,pan_gene_17922,0.0013,0,0,0.0026,8e-04,0.0011,0.2592,0.0246,7e-04,0,0.1032,0.2922,0.1034,0.0036,NA,0.0013,7e-04,0.002,0.0024,0,0.0037,0.0011,0.1472,0.2996,7e-04,0
7047,pan_gene_17977,0.0026,0.0029,0.0049,0.0021,0.0039,0.0043,0.0051,0.0091,0.0072,0.0227,0.0056,0.005,0.0214,0.0026,0.0104,0.2031,0.0105,0.0052,0.0093,0.0066,0.0991,0.0038,0.0129,0.0037,0.0079,0.0151
7063,pan_gene_17997,NA,NA,NA,NA,NA,0.0059,NA,NA,NA,NA,NA,NA,0.3031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7066,pan_gene_18,0.1176,NA,NA,NA,NA,NA,0.1769,NA,NA,NA,NA,0.0737,NA,NA,0.0602,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3556,NA
7085,pan_gene_18026,0.0157,0.0018,0.0036,0.0371,0,0.0159,0.0022,0.0205,0.0029,0.2637,0,0.0175,0,0,NA,0.0032,0.0036,0.2575,0.0016,0,0.3264,0,0.1589,0.004,0.0223,0
7113,pan_gene_18063,0,NA,0.0012,0,0.0045,0.0013,9e-04,NA,NA,0.006,0.0076,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.3247,NA,0.0076
7154,pan_gene_18132,0.0876,0.1081,0.5268,0.4294,0.5793,0.6256,0.6858,0.5423,0.5515,0.2972,0.587,0.233,0.4436,0.6742,0.5698,0.0157,0.4588,0.2144,0.7085,0.636,0.1461,0.6782,0.6832,0.6145,0.5488,0.6498
7258,pan_gene_18264,0.0053,0.0035,0.0017,0.2038,0.0067,0.005,0.0035,0,0,0.0113,0.0123,0.0327,0.0039,0.006,0.0218,NA,0.0165,0,0.002,0.0035,0.0111,0.0017,0.0013,0.0053,0.0156,0.0062
7286,pan_gene_18296,0.2679,0.0024,0.0042,0.2974,0.3229,0.2545,0,0.2056,0.002,0.0085,0.0184,0,0.0032,0.0096,0.0635,0,0,0,0.0022,0.128,0,0.032,0.2183,0.0027,0.0689,0.0019
7298,pan_gene_18308,0.0018,6e-04,0.1232,0.0032,0.0013,0.004,0.0018,0.0043,0.0765,0.0085,0.0036,0.0031,0.0071,0.2136,0.0011,0.1324,0.058,0.002,5e-04,0.0031,0.0028,0.0089,0.0041,0.0747,0.0042,0.0067
7305,pan_gene_18315,0.6592,0.456,0.6087,0.5732,0.4328,0.3879,0.6971,0.5862,NA,NA,0.6648,0.5731,NA,0.5878,0.4656,0.6632,0.6529,0.5302,0.5976,0.64,0.5777,0.6554,NA,0.5909,0.5907,0.7206
7313,pan_gene_18328,0,0,0,0,0.0097,0.0023,8e-04,NA,0.0097,0.0014,0.0044,0,0.004,0.0032,0,0,0,0.0017,0.0018,0,0.0016,0.001,0,0.2229,0,0
7420,pan_gene_18459,0.0096,0,0.0013,0.0025,0.029,0.008,0.0142,0.0056,0.0116,0.0147,0.0049,0.0094,0.0035,0.0038,0.0042,0.0306,0.3825,0.5924,0.0114,0,0.0085,0.1169,0.0012,0.0046,0.0075,0.0089
7447,pan_gene_18491,NA,0.0023,0,0.0021,0,0.0012,0.0018,0.0029,0,0,0.0074,0,0,0.1386,0,0.007,0.0093,0.0086,0.079,0.0072,0,0.0011,0.2677,0.0126,0.001,0
7472,pan_gene_18521,0.0029,9e-04,0.0037,0.0039,0.0064,NA,0.009,0.0029,0,0.3234,9e-04,9e-04,0.0046,0.0018,0.004,0.0021,0.002,6e-04,0,0.001,0.0061,0.005,0.002,0.0023,0,NA
7547,pan_gene_18646,NA,NA,NA,NA,0.5779,NA,NA,NA,0,NA,0.7436,NA,NA,0.7522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6985
7558,pan_gene_18725,0.0085,0.0022,0,0.5259,0.4991,0.4499,0.544,0.0128,7e-04,NA,0.564,0.5192,0.5545,0.0256,0.0033,9e-04,0.0015,0.0056,0.0021,0.0026,0,0.6023,0.0073,0.5941,0.0047,0.0145
7576,pan_gene_18768,0,0,0.0012,0.0018,0.0192,0.0013,0.0018,0,0,0.0013,0,0.389,0.3977,0.0034,0.002,0.0021,0.0022,0,0.0121,0.0109,0.0039,0,0.0011,0.0016,0,0
7584,pan_gene_18779,0.4953,0.0028,0.0032,0,9e-04,0.5525,0.5988,NA,0.0055,0.0011,0.5664,0.006,0.0146,0.0012,0,0.0023,0.0093,0.5212,0.4984,0.0011,0,0.001,0.5136,0.4825,0.4778,0.5203
7610,pan_gene_18854,NA,0.668,0.7604,0.7296,0.5672,NA,0.6193,0.6134,0.6926,NA,NA,0.5846,0.636,0.6941,0.5213,0.5887,0.6444,NA,0.6376,0.5547,0.5748,0.6136,0.5868,0.736,NA,NA
7738,pan_gene_19009,NA,5e-04,0.0012,4e-04,0.0072,0.0039,0.0055,0.0031,0.0013,0.0021,0,0.0015,0.0013,0.3559,0.003,0.0032,0.0053,0.0021,0.0039,0.0017,0.0017,0.0051,7e-04,0.0016,0,0.0054
7747,pan_gene_19019,0.4271,0.4461,0.4068,0.4383,0.4905,0.4482,0.5496,0.4488,0.4965,0.4783,0.4639,0.4117,0,0.4822,0.4605,0.4694,0.4098,0.5018,0.4834,0.4232,0.4643,0.4617,0.489,0.4046,0.5024,0.4541
7766,pan_gene_1904,NA,NA,NA,0.6343,0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5368,0.6853,NA,NA,0.5387,NA,0.6653,0.5812,0.7489,0.6646,0.4909,NA
7804,pan_gene_19083,0.1303,0.1457,0.1341,0.2247,0.2271,0.1468,0.1923,0.1801,0.1823,0.2082,NA,0.1966,0.1688,0.1507,NA,0.185,0.1628,0.1517,0.2828,0.2299,0.1781,NA,0.1431,0.1495,0.3771,0.2776
7816,pan_gene_19096,0,0.01,0.0023,9e-04,0.0013,0.0017,NA,0.0056,9e-04,0,0.001,0.009,0,0.0057,0.0044,0.0018,9e-04,0.001,0,0.0012,0,0.0011,6e-04,0.001,0.2809,0
7999,pan_gene_1930,NA,0.7336,0.6122,0.7651,NA,NA,NA,NA,NA,0.5745,NA,0.722,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8005,pan_gene_19305,0.0224,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.2889,0.0036,0.0019,0,0,0,0,0,NA,NA,NA,NA,0
8019,pan_gene_19320,0.0053,0,0.1376,NA,0.2981,0.0166,0.002,0.0567,0.0717,0.2055,NA,NA,NA,0.0038,0.0029,0.0506,0.0049,0.0144,0.0147,0.1233,0.1841,0.0229,0.0306,NA,NA,0.2828
8026,pan_gene_19327,0.1647,0.0424,0.0021,0.0032,0.0359,0.0027,0.004,0.2705,0.4015,0.0013,0.0319,0.01,0.0295,0.0053,NA,0.2589,0.001,0.0062,0.005,0.0071,0.0054,0.0534,0.0117,0.0127,0.3004,0.0053
8081,pan_gene_19391,0.004,0,0.0048,0.215,0.0062,0,0.0098,0.0035,0,0.0052,0.0084,0.0135,0.0012,0.0018,0.0064,0.0108,0.0074,0.0048,0,0.0016,0.0198,0.0123,0.0027,0,0.0013,0.2534
8087,pan_gene_19398,0.339,NA,NA,NA,NA,NA,NA,NA,0.6697,NA,0.6757,NA,NA,0.7,NA,0.6215,NA,NA,NA,NA,NA,NA,0.4906,NA,NA,NA
8111,pan_gene_19420,0.004,0,0.4675,0.0158,0.0038,0.0035,0.0761,0.0025,0.0076,0.0091,0.4675,0.0176,0.0083,0.511,0.0125,0.0246,0.4042,0.1747,0.0141,0.0092,0.0295,0.449,0.0578,0.0138,0.0129,0.0085
8124,pan_gene_19436,NA,NA,NA,0.003,NA,NA,NA,0.0683,NA,NA,NA,0,NA,0,0.0024,NA,NA,NA,NA,NA,NA,NA,0.4074,NA,NA,NA
8301,pan_gene_19627,0.0029,0,0.0032,0.0054,0,0.0015,0.0016,0.0069,0.0013,0.0372,0.0096,0.0011,0,0.0053,0.0022,0.0043,0.0031,0.2717,0.0027,0,0.0018,0,0.0069,0.002,0.0042,0.0017
8332,pan_gene_1967,NA,NA,0.0357,0,NA,0.002,0,0,0.0026,0.03,NA,0,0.0208,NA,0.0026,0,0.3351,NA,0.0032,0.0088,0,0,0,0.0023,0,NA
8338,pan_gene_19677,0.0051,0.0041,0.4321,0.0023,0.013,0.0101,0.0021,0.474,0.0024,0.1658,0.0018,0.0015,0.004,0.0106,0.0025,0.0107,0.0176,0.1607,0.4395,0.0188,7e-04,0.1807,0,6e-04,0.0049,0.0086
8362,pan_gene_19700,0.0219,0.0023,0.0076,0.0427,0.0213,0.0078,0.0081,0.0215,0.0815,0.1029,0.0336,0.0075,0.0094,0.0114,0.0129,0.1269,0.3085,0.0324,0.004,0.1248,0.031,0.0887,0.0108,0.0757,0.0252,0.0075
8372,pan_gene_19710,0.6561,NA,NA,NA,0.7529,0.5989,0.8624,NA,0.5796,NA,NA,0.5817,0.6602,0.7335,0.6,0.6926,0.7138,NA,0.746,NA,0.6316,0.6776,0.7525,0.5625,NA,0.6667
8429,pan_gene_1978,0.0755,0.0258,0.2248,0.1745,0.0545,0.0382,0.0901,0.0488,0.0544,0.2241,0.1578,0.2175,0.1026,0.0599,0.1858,0.1565,0.158,0.2195,0.1535,0.0115,0.0472,0.2282,0.1377,0.0965,0.0778,0.1393
8430,pan_gene_19780,0.0174,0.0066,0.0253,0.0064,0.0117,0.036,0.0034,0.0113,0.0138,0.0158,0.0131,0.0096,0.0735,0.0118,0.006,0.311,0.0862,0.1361,0.0134,0.0229,0.0157,0.0237,0.2545,0.0061,0.0183,0.0187
8456,pan_gene_19811,0.0024,0.0013,0,8e-04,0,0.0017,0.2902,0,0,0.0129,0,0.1917,0.005,0.0012,0,0.001,0.0022,0.0047,0,0.1003,0.0039,0.0019,7e-04,0.1963,0.0012,0.2743
8494,pan_gene_1992,0.5125,0.4329,0.5526,0.4008,0.4385,NA,0.4932,0.4095,0.4141,0.3092,0.4043,0.4677,0.3753,NA,NA,0.3846,NA,0.3945,0.4234,0.5251,0.427,0.4821,0.491,0.3858,0.3207,0.3873
8527,pan_gene_19960,NA,0.5354,0.5938,0.5559,NA,0.6289,NA,0.5802,0.5983,NA,NA,NA,NA,0.6581,0.5373,0.6163,NA,NA,0.7484,NA,NA,NA,NA,NA,0.6039,0.6399
8543,pan_gene_19986,0.0223,0.1842,NA,0.0115,0.1832,NA,NA,0.0134,0.176,0.0156,0.2194,0.1789,NA,0.0114,0.0048,0.0204,0.009,0.0193,0.0068,0.0133,0.0144,0.0132,0.0373,0.0101,0.0066,0.2031
8583,pan_gene_20045,0.4691,0.3564,0.3492,0.3964,0.46,0.3961,0.4652,0.553,0.3892,0.4583,0.467,0,0.4463,0.4682,NA,0.4469,0.5727,0.538,0.4985,0.2834,0.4787,0.4541,0.2352,0.0542,0.4711,0.1452
8584,pan_gene_20047,0.0045,0.001,0,8e-04,0.0032,0.0011,0.0015,0.3091,0.0033,0.0024,0.0142,0.001,0.003,0.002,0.0011,0.0045,0.0019,0.0012,0.0066,0.0012,0.001,8e-04,0.0022,0.0011,0.0021,7e-04
8625,pan_gene_20106,0,0,0,0.0045,0.0146,0.0048,0.0037,0,NA,0.0064,0.0013,0.2352,0.0016,5e-04,0.0056,9e-04,0.0017,0.0077,NA,9e-04,0.0018,0,0.0023,0,7e-04,0.036
8648,pan_gene_20130,0.0525,0,0.0046,0,NA,0.7032,NA,0,0.5776,0.6211,0,0.5932,0.7603,0.6748,0.5849,0.6275,0.6879,0.031,0.0036,0.0037,0,0.679,0,0.8333,0.5486,0.8252
8649,pan_gene_20131,0.0357,0.0174,0.0175,0.0544,0.138,0.018,0.0328,0.0409,0.0191,0.0487,0.0241,0.0452,0.1512,0.0063,0.0573,0.0097,0.0207,0.0558,0.226,0.0137,0.0038,0.0078,0.0594,0.0439,0.0076,0.0455
8656,pan_gene_20139,NA,NA,0.6785,NA,NA,NA,NA,0.6557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6983,NA,NA,NA
8659,pan_gene_20141,NA,0.619,NA,NA,NA,NA,NA,0.5789,NA,NA,NA,0.6104,NA,NA,0.646,NA,0.4444,NA,NA,NA,NA,0.7124,NA,NA,0.5172,NA
8663,pan_gene_20145,NA,NA,NA,0.843,NA,NA,0.4982,NA,NA,NA,NA,NA,NA,NA,NA,0.6977,NA,NA,NA,NA,NA,NA,0.7459,NA,0.262,NA
8667,pan_gene_20149,NA,0.4639,0.0984,0.5,0.4884,0.6232,0.6812,0.6413,0.6019,0.5195,0.0758,NA,0.6882,0.45,NA,0.3172,0.4455,0.6754,0.5897,0.5205,0.4333,0.6512,0.4804,0.493,0.4511,NA
8669,pan_gene_20150,0.3842,NA,0.2761,0.3237,NA,0.223,0.2713,NA,NA,NA,0.2819,0.5952,0.2201,0.4355,0.295,NA,NA,0.2696,0.1952,NA,NA,0.2528,NA,0.3016,0.2981,0.3148
8676,pan_gene_20158,0.6135,0.4437,0.2338,NA,NA,NA,0.7865,NA,NA,NA,0.4388,0.3289,NA,0.6752,NA,0.6742,0.3741,0.5747,NA,NA,0.4644,0.489,NA,NA,0.649,NA
8680,pan_gene_20164,0.5479,NA,0.5467,0.5954,0.6667,0.6667,0.6215,0.6557,0.5325,0.4562,0.6518,0.6477,0.6952,0.623,NA,NA,0.6154,0.5162,NA,0.506,0.2018,0.5021,0.6011,0.5837,0.6008,0.6791
8733,pan_gene_20237,0.0065,0.0058,0.1786,0.2304,0.2072,0.0034,0.201,0.2292,0.005,0.243,0.0125,0.0114,0.2497,0.005,0.2187,0.2406,0.2747,0.0131,0.0095,0.168,0.0058,0.0133,0.0265,0.0063,0.2865,0.004
8814,pan_gene_20346,NA,0.0076,0.0365,0.0444,0.0258,0.0179,0.0222,0.0156,0.2667,0.0264,0.0083,0.0129,0.0377,0.0215,0.0266,0.0434,0.0721,0.0365,NA,0.0233,NA,0.038,NA,0.0193,0.0292,0.029
8819,pan_gene_20353,0.3464,0.008,0.0529,0.0669,0.016,0.1221,0.1492,0.4914,0.02,0.0456,0.0755,0.5837,0.3021,0.4693,NA,0.0055,0.5545,0,0.5016,0.1567,0.4551,0.5918,0.4442,0,0.1096,0.2708
8830,pan_gene_20372,NA,NA,NA,NA,NA,NA,0.2475,NA,NA,NA,NA,NA,NA,0.4646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3171
8937,pan_gene_20503,0.0032,NA,0.0888,0.0017,9e-04,NA,NA,0.005,NA,NA,0.3891,NA,NA,NA,NA,0,NA,8e-04,5e-04,0,9e-04,0.0022,0.0011,NA,NA,0.0012
8964,pan_gene_20534,0,0.0013,0.0023,8e-04,0.0028,0.0039,0,0.0071,0,0.3295,0,0,0,0,0.0081,0.001,0,0.0057,NA,0,0.0012,0,0.0014,0,0.0018,0
8986,pan_gene_20564,NA,0.0052,0.0662,0.0379,0.123,NA,0.1009,0.2129,0.0068,0.1176,NA,NA,NA,0.1047,0.0408,0.0684,0.1944,NA,0.0088,0.0698,0.0883,0.0153,0.1275,0.1353,0.1899,NA
9070,pan_gene_20662,0.005,0.0023,0,0.5471,0.0044,0.0076,0.0168,0.0022,0.0036,0.6596,0.0122,0.0044,0.0064,0.0056,0.001,0.0022,0.0154,0.0021,0.0036,0.0019,0.002,0.0108,0.0242,0.0011,0.0096,NA
9090,pan_gene_20683,NA,0.0419,NA,0.0024,0,0,0,NA,0.0097,0.0034,0.0383,NA,0.2664,0,0,0.0385,0,0.0015,0.0041,0,0,0,0,0,0.0028,0
9121,pan_gene_20721,NA,5e-04,0.3576,0.462,0,0.0241,NA,4e-04,NA,NA,0.4117,0.1903,0.0052,NA,0.3821,0.3893,0.0068,0.0013,0.4496,NA,0.0078,NA,6e-04,0.3684,0,NA
9131,pan_gene_20731,NA,NA,0.1065,NA,0.2027,0.0017,0.0231,0.3072,0.0267,0.1794,7e-04,0.1392,0.069,0.0353,0.086,0.1691,0.1355,0.3227,NA,0.1761,NA,0.0845,NA,NA,NA,0.1336
9146,pan_gene_20747,0.0209,0.4384,0.5614,0.5943,0.0829,0,0.0018,0.509,0.4033,0.465,0,NA,0.3497,0,NA,0.5212,0.0698,0.6201,0.5041,0.0056,NA,NA,0.0309,NA,0.0452,0.3328
9161,pan_gene_20773,0.4614,0.003,0.4403,0.0012,0.2727,0.294,NA,0.0392,0.0078,0.3438,0.0465,0.4635,NA,0.5142,NA,0.4849,0.0707,0.4754,0.0727,0,0.0091,0.0759,0.4274,0.0089,0.3841,0.3691
9165,pan_gene_20779,NA,0,0,0.567,0.0033,0.0021,0.0087,0,0,0,0.0019,0.7055,0.6552,0.0014,0,0,0,0,0.0276,0.0057,0.0033,0,NA,0,0,0
9186,pan_gene_20807,0.0136,0,0.0046,0.0035,0.0013,0.006,0.2869,0.0043,0.0027,0.0105,0.0029,0.0016,0.0025,0.0048,NA,NA,0.0043,0.0011,0.0032,0,0,0.0054,0.0022,0.0047,0.0061,0.0063
9208,pan_gene_20832,0.0065,0.0055,0.0054,0.0016,0.004,0.0027,0.0038,0.003,0.0057,0.0064,0.0073,0.0036,0.0179,0.0032,0.2256,0.006,0.0073,0.0911,0.0039,0.1698,0.0064,0.0057,0.0038,0.0018,0.002,0.0031
9210,pan_gene_20834,0,0.0045,0,0,0.0475,0,0.0012,0,0.0034,0.0209,0.4281,0.0222,0,0,0.0081,0.0032,0.0028,0.0021,0,0.0034,0.0018,0.006,8e-04,0,0,0.0059
9217,pan_gene_20851,0.0814,NA,0.004,0.0052,0.0079,0.0082,NA,0.1654,0.0197,NA,0.0174,0,0.0133,0.2849,0.0022,0.0149,0.0154,0.0054,0.0073,0.0025,0.0086,0.0057,0.1502,0.0131,0.0172,0.0046
9225,pan_gene_2086,0.147,0.0789,0.118,0.1459,0.3345,0.2976,0.0817,0.0863,0.1382,0.1387,0.157,0.0947,0.1135,0.1295,0.1373,0.1418,0.1536,0.1597,0.0615,0.1289,0.3584,0.4781,0.1146,0.0846,0.0537,0.1633
9249,pan_gene_20886,0.0165,0,0,0.2418,0.0111,0.0036,0,0,NA,0,0.0021,0.0114,0,NA,0.2366,0.0124,0,0,NA,0.1596,0,0,0,0,0.0016,0
9252,pan_gene_2089,NA,0.7214,0.639,0.6328,0.6828,NA,NA,NA,NA,0.5747,0.7303,0.6448,NA,0.6609,NA,0.661,0.6722,0.6898,0.5846,0.6525,0.512,0.5112,NA,NA,NA,NA
9264,pan_gene_20904,0.0359,0.0047,0.01,0.0152,0.0221,0.0027,0.0012,0.0241,0.0238,0.0143,0.0115,0.002,0.0543,0.04,0.0248,0.0862,0.1272,0.0298,0.0218,0.0282,0.2267,0.2204,0.0845,0.0019,0.0137,0.0099
9278,pan_gene_20919,9e-04,0,0,0.0043,0,9e-04,0,0,0.027,0.0729,0,0,0,0.0011,0.0036,0.4849,0.435,0.0047,0.0093,0.0122,0,0.0261,0.5576,0.0025,0,0.0101
9283,pan_gene_20926,0.0121,0.1668,0.1773,0.0034,0.0032,NA,0.0068,0.0069,0.0098,0.1946,0.0158,0.0176,0.0077,0.0093,0.2458,0.1023,0.0219,0.0053,0.1975,0.2329,0.2185,0.0184,9e-04,0.0073,0.1735,0.0034
9390,pan_gene_21059,NA,0.7094,0.0017,0.2178,0.6905,0.6586,0.72,0.6948,0.2341,0.6451,NA,0.2883,0.6671,0.1151,0.7139,0.6715,0.115,0.1856,0.7416,0.0022,0.0121,0.718,0.6642,0.19,0.6538,NA
9450,pan_gene_21215,0.0662,0.002,0.1818,0.5955,NA,0.0611,0.3609,0.2058,0,0.491,0.3202,0.0562,0.0738,0.1477,0.121,0.1346,0.5453,NA,0.0901,0.04,0.1208,0.1498,0.0959,0.0837,0.4449,0.1398
9460,pan_gene_21229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8082,NA,NA,NA,NA,NA,0.7629,NA,NA,0.1641,NA,0.6762,NA
9468,pan_gene_21238,0.0231,0.0155,0.0149,0.0229,9e-04,0.0091,0.0158,NA,0.0053,0.0447,NA,0.653,0.6537,0.0192,NA,NA,0.0594,0.0187,NA,0.0145,0.0099,0.0241,0.0181,0.0237,0.0112,0.0162
9490,pan_gene_21265,NA,0,0,0,NA,0.0015,NA,0,NA,0,0,0,0,0.0545,0,0,0.3447,NA,0.1276,0,NA,NA,0.003,NA,NA,0
9509,pan_gene_21294,0.0047,0.2924,NA,0.0071,NA,0.0141,NA,0.0072,NA,NA,0.0011,0.0054,0.0083,NA,NA,NA,0.034,0.0082,NA,0.021,0.01,NA,NA,0.1088,NA,0.0042
9517,pan_gene_21302,0.2748,0,0.2981,0.0088,0.3583,0,0.3004,0.0013,0.3522,0.0212,0.0023,0.3881,0.074,0.105,0.0026,0.0316,0.0719,0.2963,0.325,0.0722,0.0086,0.0207,0.002,0.3989,0.0029,0.0178
9521,pan_gene_21308,NA,NA,0.0023,NA,NA,NA,0.0023,0.005,NA,0.0017,NA,NA,NA,NA,NA,0,NA,NA,0.2022,NA,NA,0,0.0029,NA,0.0065,0.0091
9581,pan_gene_21375,0.0075,0.1853,NA,0.0023,0.0039,0.0048,NA,0.0082,0.0018,0.2505,0.009,0.0042,0.0084,NA,NA,NA,NA,0.0092,0.0051,NA,NA,NA,0.0061,0.0031,0.1668,NA
9613,pan_gene_21406,NA,0.0109,0.0645,NA,NA,NA,0.0337,NA,0.0919,0.0228,NA,NA,NA,0.03,0.119,NA,0.0857,0.1381,0.0402,0.2174,NA,NA,0.0698,0.0695,0.0536,NA
9626,pan_gene_21423,0.0241,0.0032,0.1654,0.0046,NA,0.0088,0.0062,0.1662,0.2446,0.2362,0.0161,0.0107,0.0181,0.0046,0.1816,0.1427,0.0508,0.1559,0.0196,0.2495,NA,0.0235,0.2686,0.118,0.0573,0.0172
9641,pan_gene_21442,0.0033,0.0262,0,0.0985,0.0013,0.0057,0.0015,0.021,0.015,0.2468,0.0642,0.1865,0.1359,NA,0.2697,0.2606,0.1577,0.1785,0.002,0.0085,0,0.2166,0.0279,NA,0.0058,0.0026
9671,pan_gene_2148,NA,0.6277,NA,NA,0.6538,0.6091,0.7869,0.7762,NA,0.6564,0.6682,NA,0.611,0.688,0.6475,0.5944,0.7115,0.7399,0.6441,0.7521,0.5981,0.7525,0.7415,NA,0.5548,0.5856
9691,pan_gene_21503,0.2243,0.0592,0.1476,NA,0.2148,0.1944,0.0834,0.0014,0.1361,0.1147,NA,0.1197,0.0509,0.2358,0.2264,NA,0.2148,0.2148,0.1374,0.0841,0.1293,NA,0.1241,NA,0.0832,NA
9739,pan_gene_2156,0.1574,0.2553,0.1785,0.205,0.0254,0.0105,0.329,0.0162,0.0297,0.0388,0.1104,0.24,0.0786,0.0126,0.1748,0.0321,0.0339,0.012,0.0308,0.1759,0.027,0.0121,0.0381,0.0369,0.0206,0.0138
9783,pan_gene_21611,NA,0.0014,0.0024,0.196,0.1735,0.2222,0.1918,0.238,0.0032,0.1745,0.007,0.1943,0.019,0.0054,NA,0.0121,0.0299,0.0254,0.1917,0.2161,0.0047,0.0037,0.1927,0.2316,0.2488,NA
9798,pan_gene_21628,0.6475,NA,NA,NA,0.5536,NA,NA,0.552,NA,NA,NA,0.5872,NA,NA,0.5417,0.4155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9805,pan_gene_21635,0.0155,0.0019,0.1541,0.1099,0.1935,0.0134,0.0227,0.0118,0.116,0.1121,0.0544,0.14,0.2434,0.0138,0.021,0.0528,0.0356,0.0218,0.0044,0.0197,0.0227,0.2074,0.0109,0.0153,0.1871,0.0037
9806,pan_gene_21636,0.0551,0.0049,0.0086,0.0504,0.0076,0.001,0.0038,0.0196,NA,0.0497,0.0182,0.0309,NA,0.0218,0.041,0.0098,0.3991,0.002,NA,0.0315,NA,0.0144,0.041,NA,0.0241,0.0296
9842,pan_gene_21671,9e-04,0.0011,0,0.0093,0,0.0019,0,0.0017,0,0.5794,9e-04,0.0042,0.0079,7e-04,0,0,NA,6e-04,0.001,0,0.001,NA,0,0,0.0084,0.001
9916,pan_gene_21750,NA,0.0085,0.0935,0.013,0.0024,0.0038,0.0982,0,0.0716,0.0899,0.1098,0.0965,0.0042,7e-04,0.0815,0.0051,0.0676,0.1255,0.0951,7e-04,0,0,0.1152,0.2234,0.4176,0.0072
9936,pan_gene_21771,0.0038,0.0011,0.0072,0.003,0,0.0061,0.0021,0.2115,0.0044,0.0041,0.003,0,0,6e-04,0.0032,0.0106,0,7e-04,0.0021,9e-04,0.0046,0.0041,8e-04,0.0139,0,0.002
9944,pan_gene_21783,0.0265,0.0016,0.198,0.0282,0.0094,0.0045,0.0031,0.2962,0.0075,0.0219,0.0151,0.0166,0.0062,0.0027,0.0072,0,0.0118,0.0162,0.0095,0.0045,0.0046,0.0873,0.0073,0.0062,0.0041,0
9993,pan_gene_21833,0.4312,0.7564,0.3327,NA,0.6772,0.6523,NA,0.7636,0.1955,NA,NA,NA,NA,0.3703,0.7551,0.699,0.7419,NA,NA,NA,NA,NA,0.6676,0.4103,NA,NA
