,pan,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97
3533,pan_gene_13819,0.0046,NA,0.1259,0.1251,0,0.007,0.1575,0,NA,0.0036,0.0017,0.0078,0.0035,0.0029,NA,0.0027,0.2092,0.0012,0.008,0.0048,0,0.0076,0,0.0283,0.0015,0.0011
3549,pan_gene_13837,NA,NA,0,0.0044,NA,NA,0.0027,0.325,0.296,0.0019,NA,0.2444,NA,NA,0,0,0.4022,NA,0.0017,NA,0.0045,0.4132,NA,NA,0.3456,0.0037
3569,pan_gene_13868,0.1424,0.0037,0.2284,0,0.0014,0.0032,0.0055,0.0079,0.0021,0.1443,NA,0,0.0043,0.0456,0,0,0.0026,0,0.1558,0,0.0087,0.0021,0.252,0.0015,0.2146,0.178
3576,pan_gene_13875,0.0025,0.0102,8e-04,0.0016,0.0027,0.0058,0.0035,0.2782,0.0171,0.0411,NA,NA,NA,0.006,8e-04,0.0023,0.0073,0.0035,0.0093,NA,0,0.0025,0.0042,NA,0.0041,0.0023
3594,pan_gene_13903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4654,NA,NA,0.0627,NA,NA,NA,NA
3618,pan_gene_13934,0.0117,0.0251,0,0.056,0,0,0,0.0284,0.0144,0.0333,0.0066,0.0087,0.0118,0.0077,0,0.1946,0.2131,0.0725,0,0,0,0.0578,NA,0.0392,0,0
3725,pan_gene_14078,0,0,0.0023,0.0015,0.0044,0.012,0.0014,0,0.007,0,0,0.0029,0.0024,0.0023,0.002,0,0,0,0,0.0568,0,0.0025,0,0.0329,0.2391,0
3757,pan_gene_14110,0.008,0.0083,7e-04,0.0032,8e-04,5e-04,0.0063,0.1644,0.0052,8e-04,0.0052,0.0032,0.015,0.0026,0.0015,0.0064,0.0043,0.0037,0.0061,0.043,0.0046,0.4385,6e-04,0.0029,0.003,0.0025
3782,pan_gene_1414,0.0037,0,0,0,0,0,0,0,0.0015,0.0096,0,0,0.0063,0,0.0044,0,0.0063,0.2962,0.279,0.0093,0.0057,0.007,0.0089,0.0059,0.0096,0
3794,pan_gene_14160,0,0.2148,NA,NA,NA,0.0026,NA,NA,0.1556,0,0.128,NA,NA,NA,0,NA,NA,0.0024,0.0029,0.1274,NA,0.1822,0.1101,NA,NA,NA
3804,pan_gene_14171,0.7015,0.0022,0.0038,0.6812,0.0176,0.5886,0.0182,0.6872,0.0051,0.0024,0.0135,0.0037,0.0242,0.0012,0.0123,0.0731,0.6995,0.5883,0.0164,0.0064,NA,0.0561,0.0527,0.6845,0.0015,0.0079
3817,pan_gene_14190,0.0114,0.3466,0.0037,0.0033,0.0022,0.0038,0.0052,0.0077,0.4669,0.4959,0.0068,0.011,0.002,0.5909,0.4761,0.0057,0.5031,0.5078,0.0089,0.0036,0.0274,0.2313,0.5582,0.4862,0.5261,0.0097
3834,pan_gene_14213,0.4477,0,0.0135,0.0069,0.0042,0.002,0.0047,0.0037,0.0098,0.0117,0.0301,0.2769,NA,0.0362,0.0132,0.0141,0.0573,0.0049,0.0026,0.0041,NA,0.0044,0.0151,0.0169,0.0045,NA
3853,pan_gene_14234,NA,0,0,0,NA,0,0.0049,NA,0.0036,NA,NA,NA,0.65,0,0,0,0,0,NA,0.0293,0,NA,NA,NA,NA,0
3864,pan_gene_1425,0.2562,NA,NA,0.1544,0.1671,0.0784,0.1952,0.1364,0.2217,NA,0.2098,0.1985,0.1733,0.2483,0.1389,0.2087,0.2045,0.2218,0.1693,0.1564,0.2112,0.1546,0.1373,0.1624,0.3025,NA
3904,pan_gene_14298,0.0283,0,0,NA,0.0032,NA,0.0066,0.238,0.0017,0,0,0.0134,0,NA,0,0.0025,0.0016,0.001,0.0103,0.0021,0,0.0045,0.0011,0,0,0.0028
3926,pan_gene_14324,0.0069,0.0036,0.0099,0.1963,0.2422,0.1306,0.222,0.2864,0.1847,0.1645,0.0031,0.2067,0.0098,0.3208,0.2044,0.1667,0.0026,0.1583,0.1707,0.1412,0.3056,0.2314,0.0077,0.0162,0.0465,0.0112
3957,pan_gene_14362,0.0068,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5552,NA,0.0021,NA,0.6595,NA,NA,NA,NA,NA
4057,pan_gene_14470,NA,0,0.0161,NA,NA,0.0056,0.0294,0.0545,0,0.0138,0.0353,0.0248,0,NA,0.0205,0.0225,0.0045,0.5577,0.0146,0.0092,0.0171,0.0364,0.0144,0.0139,0.0023,0.0064
4129,pan_gene_14557,0.0062,NA,NA,NA,0,NA,0,NA,NA,0.0033,0.3988,NA,0.2637,0.0017,NA,NA,NA,0.0058,0,0.0021,NA,NA,NA,NA,0.031,0
4162,pan_gene_14597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.004,NA,NA,NA,NA,NA,NA,0,NA,0.4096,0,NA,NA,NA,0.0109,0
4205,pan_gene_14643,0.0287,0.004,0.3902,0.0172,0.3636,0.2624,0.4031,NA,0.0249,NA,0.427,0.364,0.0145,0.0147,0.0261,0.0167,0.0108,0.3696,0.016,0.3336,0.0076,0.3906,0.0197,NA,0.0202,0.3742
4252,pan_gene_14692,0.1111,0.0012,0.2733,0.0011,0,0.0029,0.0015,0.0087,0.002,0.3475,0.2951,0.0023,0.0015,0.014,0.0041,0.0158,0.1746,0.3129,0.1435,0.0028,0.2459,0.1466,0.0724,0.0191,0.0193,0.0076
4256,pan_gene_14698,NA,0.0713,NA,NA,0.0058,NA,NA,NA,0.0138,0.2763,0.0057,NA,NA,NA,0.2222,0.1445,NA,NA,NA,0.0033,0.0057,0.1123,NA,NA,NA,NA
4262,pan_gene_14704,NA,0.0052,0.0027,0,9e-04,0.0018,0.0023,0,0,0.0046,7e-04,0,9e-04,0.0017,0,0,0.2925,0.0095,8e-04,0,9e-04,0,0.0039,0,0,0
4263,pan_gene_14705,NA,0.0228,0.0789,0.1979,0.0133,NA,NA,NA,0.0792,NA,NA,0.0189,0.0684,0.0133,NA,NA,NA,NA,NA,NA,NA,0.1333,0.3056,NA,0.0446,0.0181
4285,pan_gene_14728,0.0107,0.0114,0.2326,0.0019,0.0089,0.0015,0.0647,0.0753,0.013,0.0121,0.0057,0.0018,0.0406,0.0074,0.0162,0.0504,0.0119,0.271,NA,0,0.0025,0.0147,0.049,0.0105,0.0236,0
4289,pan_gene_14731,0.0361,0.0022,0.0165,0.0268,0.0134,0.0315,0.0115,0.0299,0.0575,0.041,0.0224,0.3576,0.0651,0.0099,0.0177,0.0609,0.6602,0.0512,0.0117,0.0189,0.005,0.0492,0.0141,0.0048,0.035,0.0116
4331,pan_gene_14774,7e-04,0.0162,7e-04,5e-04,0.0062,6e-04,0,0.6602,9e-04,0.0045,0.0011,8e-04,8e-04,0.0011,NA,8e-04,0.0031,4e-04,0,0.0015,0.0068,0.0318,0.0019,0.001,0.0016,0
4363,pan_gene_14815,0.1722,0.0046,0.0027,0.3382,0.0046,0,0,0.1974,0,0,0.0548,0,0.0175,0,0,0.2825,0.3333,0.0053,0.0676,0.0211,0.1509,0.003,0.1308,0.1408,0.0841,0.0044
4397,pan_gene_14859,0.1687,0.0011,0.0514,0.0016,0.153,0.1398,0.0032,0.1572,0.1184,0.0124,0.186,0.0025,0.0108,0.154,0.1861,0.059,0.1181,0.1339,0.0864,0.1201,0.0565,0.0843,0.202,0.1389,0.1905,0.0042
4398,pan_gene_1486,NA,0.0024,NA,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,0.0112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2608,NA,NA
4405,pan_gene_14867,0.0976,0.0478,0.5645,0.0273,0.5714,0.7391,0.0039,0.6483,0.3181,0.6766,0.6721,0.7137,0.7071,NA,0.607,0.3957,0.6484,0.7535,0.7132,0.5732,0.068,0.5524,0.6676,0.7611,0.5918,0.6714
4414,pan_gene_14878,0.0954,0.1152,0.0735,0.0631,0.0876,0.2594,0.0702,0.0944,0.0708,0.0873,0.0693,NA,NA,0.0702,0.0794,0.0668,0.1027,NA,0.1044,0.0703,0.0836,0.1201,0.0667,0.4128,0.0674,0.0635
4459,pan_gene_14941,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.0013,0,0.0047,NA,0.5921,NA,NA,NA,NA,NA,0.0021,NA
4575,pan_gene_15064,0.0225,0.0108,0.0117,0.0138,0.0021,0.0113,0.0013,0.0035,0,0.0145,0.2568,0,0.0113,0.0097,0.0013,0.012,0.3007,0.0056,0.0788,0.0053,0.0332,0.353,0.4237,0.0043,0.0017,0.0045
4594,pan_gene_15087,0.0068,0.0036,0.0146,0.0045,0.0037,0.0061,0.0029,0.0098,0.0129,0,0.0035,0,0.0187,0,0.003,0.0039,0,0.0101,0.6935,0.0038,0.0348,0.0025,0.0048,0.0068,0,0.0051
4682,pan_gene_15189,NA,0.798,NA,NA,0.0069,NA,0.7403,NA,0.7546,0.6615,NA,0.0023,NA,0.7791,0.0032,0.539,0.6849,0.6308,NA,0.0021,NA,0.6044,NA,NA,0,0.0016
4765,pan_gene_15281,0.2348,0.1257,0.2625,0,0,0.0106,0.0074,0.0087,0.0125,0.0169,0.001,0.0099,0.0071,0.0076,0.2051,NA,0.0083,0.0084,0.0092,0.1916,0,0.0045,0.0082,0.0134,9e-04,0.0034
4772,pan_gene_15290,0.1269,0.1737,0.1073,0.4081,0.1884,0.1505,0.1993,0.1511,0.1895,0.3072,0.177,0.1557,0.3288,0.2004,0.1714,0.1375,0.2554,0.1366,0.162,0.0955,0.1756,0.1681,0.2868,0.2713,0.2029,0.2245
4801,pan_gene_15323,0.724,0.651,0.609,0.7368,NA,0.6788,0.7675,NA,0.6872,0.6953,0.7719,0.6599,0.6476,0.788,NA,0.7297,NA,0.7028,0.7989,0.7143,0.5061,NA,0.7863,0.6727,NA,0.5691
4809,pan_gene_15330,0.7118,NA,NA,0.6964,0.6842,NA,NA,0.5385,0.7178,NA,NA,0.6906,0.6154,NA,NA,NA,NA,0.7878,NA,NA,NA,NA,0.6226,NA,NA,0.0024
4836,pan_gene_15362,0.0263,0.2101,0.0051,0.0053,0.0056,0.0079,0.0018,0.0022,0.0091,0,0.0053,0,0.0237,0.001,NA,0.0016,0.0084,0.0018,0.0462,0.0027,0,0.005,0.009,0.0031,0.0048,0.0055
4885,pan_gene_15423,NA,NA,0.0044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,0.0588,0.3529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4931,pan_gene_15479,0.0019,0,0.0079,0.0013,0,NA,0.0014,0.0021,0.0028,0.4625,0.0032,0.0065,0.0066,0.0016,8e-04,0.5882,0.6585,0.0043,0.4648,0.5187,0.0012,NA,0.004,0.0328,0.5297,NA
4950,pan_gene_15499,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.3341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4960,pan_gene_15510,0.0073,0.0099,0.0012,0.3423,0,0.0272,0.0021,0.0014,0.0043,0.0026,0.0021,0.0184,0.0115,0.0073,0,0.0115,0.0014,0.0029,0.0061,0.0037,0.002,0.0074,0.001,0,0.0012,0.001
4986,pan_gene_15545,0.0127,0,0.0012,0.0103,0.0026,0.0063,0.0027,0.0037,NA,0.0036,0.0033,0.0018,0.2865,7e-04,0.0058,0.001,0.004,0.0051,6e-04,0.0152,0.1926,0.001,0.0073,0,0.0016,0.0047
4988,pan_gene_15547,0.0108,0.0011,0.2121,0.0048,0.0027,0.001,0.0055,0.0035,NA,0.0018,0.0091,6e-04,0.0079,0.0105,0.0018,0.0055,NA,0.3648,0.001,0.0032,0.0023,0.0085,0.2059,0.0012,0.0027,0.0046
4990,pan_gene_15549,0.0314,0.0103,0.1272,0.0598,0.0625,0.0341,0.0216,0.0682,0.5835,0.0275,0.0625,0.0806,0.6311,0.1694,0.0134,0.0611,0.0643,0.0223,0.2879,0.0198,0.0361,0.1231,0.0446,0.0179,0.035,0.0432
5023,pan_gene_15591,0.007,0.0326,0.0037,0.0837,0.0062,0.0053,0.0047,0.0049,0.1386,0.0102,0.0942,0.3182,0.0834,0.0039,0.0065,0.0105,0.1974,0.0033,0.0029,0.0031,0.0096,0.0033,0.0234,0.0107,0.008,0.0121
5077,pan_gene_15655,NA,0.0324,0.0991,NA,NA,NA,0.0403,NA,0.125,NA,NA,0.0945,0.1634,0.1427,0.0932,0.0225,0.0102,0.2221,NA,0.0867,0.1255,NA,0.1229,0.101,NA,0.1276
5147,pan_gene_15732,0.6516,8e-04,9e-04,NA,NA,0.0145,0.0101,0.6485,NA,0.0657,NA,NA,NA,0.6501,NA,8e-04,NA,NA,0.003,NA,NA,NA,0.0044,0.6438,0.1577,0.5755
5191,pan_gene_15785,NA,0.0021,0.003,0,0,0.0024,0,0,0.0025,0.0023,0,0,0.4444,0,NA,0,0.0019,0.0025,0,0,NA,0,0,0,0.0019,0.0024
5229,pan_gene_15822,0.0056,0.005,0.0017,0.0081,0.0053,0.0076,0.0057,0.0026,0.0154,0.0132,0.0066,0.005,0.0089,0.0085,0.008,0.01,0.0158,0.0054,0.0077,0.2065,0.007,0.0035,0.0322,0.0055,0.0045,0.015
5268,pan_gene_15869,0.2387,0.0872,0.254,0.2213,NA,0.196,0.3,0.2738,0.2217,0.1908,0.2645,0.2758,0.2152,0.2487,0.3096,0.2386,0.263,0.2825,NA,0.2181,0.1995,0.2619,0.2825,0.221,0.2662,0.2358
5304,pan_gene_1591,NA,8e-04,0.083,0.1202,NA,0.0183,0.1572,NA,0,0.1095,NA,0.0071,0.0525,0.0089,0.2846,0.0043,NA,0.0098,0.0135,0.0889,0.0029,NA,0.0243,0.1507,NA,0.08
5309,pan_gene_15914,0,0,0,0,0.1835,0,0,0,0,0,0.0056,0.0041,0.2609,0,0,0.0149,0,0,0,0,0,0,0.002,0,0,0.0146
5333,pan_gene_15937,0.6978,0.5635,NA,NA,NA,0.5758,NA,NA,0.7083,NA,NA,0.6875,0.7143,NA,0.7016,0.6517,NA,NA,0.7692,0.6255,NA,0.5349,NA,0.6489,0.6154,0.6264
5335,pan_gene_15939,0.0106,0.0058,0.0038,0.0033,0.0014,0.0027,0,0,0,0.0059,0,0.003,0.2069,0,0.001,0.0422,0.008,0,0.0553,0,0.0014,0.0076,0.0102,0.0025,0.0013,0
5340,pan_gene_15945,0.0085,0,NA,0,0,NA,0.026,0,0.0045,0,0.0135,0.0064,0.2345,0.0063,0,0.028,0.0138,0.0095,0,0.0033,0.0034,NA,0.004,0.0075,0.0135,0.005
5378,pan_gene_15983,0.046,0.0021,0.0032,0.0166,0.0193,0.0015,0.0448,0.0511,0.0231,0.0029,0.1061,0.0181,0.0036,0.0104,0.0172,0.0094,0.0539,0.0025,0.006,0.0284,0.0204,0.0426,0.0359,0.0278,0.0107,0.5833
5469,pan_gene_16090,0.0065,0,0.0049,0.0118,0.0024,0.0255,0.0014,0.0721,0.0248,0.0071,0,NA,0.3193,0.0061,0.0012,0.0198,NA,0.0041,0.0089,0.007,0.0147,0,0.0327,0.0128,0.014,0.0054
5507,pan_gene_16131,0.6964,0.0339,0.0666,0.0618,0.2317,0.318,0.2127,0.5038,0.0284,0.3278,0.056,0.0792,0.5617,0.3648,0.0161,0.2654,0.5317,0.0641,0.0968,0.0525,0.1257,0.4537,0.4012,0.088,0.2919,0.6382
5514,pan_gene_16139,0.0092,0.0012,0.0046,0.2504,0.0073,0.0012,0.0016,0.003,0,0.0847,0.011,0.0012,0.002,0.0024,0.0021,0.0014,0.0062,0,0,0.0021,0,0.006,0.016,0.0011,0.001,0.0073
5524,pan_gene_16152,NA,NA,NA,NA,0.0087,NA,NA,0.5667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0054,NA,NA,NA,NA
5535,pan_gene_16163,0,0.0051,0.0033,6e-04,0.0043,0.0019,0.0084,0.3754,7e-04,0.1166,0.5126,7e-04,0.0232,0.0011,NA,8e-04,0.0018,9e-04,0,0,0.2321,0.022,0.0072,NA,0,0.0024
5606,pan_gene_16248,0.024,0.001,0.0099,0.0012,0.0035,0.0021,0.0038,0.0476,0.0144,0.0209,0.0037,0.013,0.3614,0.0265,0.0166,0.0059,0.0258,0.0019,0.0225,0.0069,0.0024,0.0319,0.0105,0.0052,0.0485,0.0016
5615,pan_gene_16256,0.5022,0.0031,0.0012,0,0.0065,9e-04,0.0043,0.0011,0.0087,0.0012,0.035,0.0032,0.0024,NA,0.0012,0,0.008,8e-04,0.007,0.001,0,0.0455,0.0071,0,0.0037,0.0019
5677,pan_gene_16320,0,0.1858,0.0034,0.0082,0.004,0.0015,0.0035,0,NA,0.0964,0.0051,0.002,0,0,0.0063,0,0.2349,0.1205,0,0.0049,0,0.1099,0.0086,0,0.0083,0
5712,pan_gene_16363,0.0041,0.0021,0.0108,0.0024,0.0091,0.0034,0.0023,7e-04,0.0015,0.2933,0.0081,0.01,0.0128,0.0053,0.0019,0.0026,0.0043,0.0032,0.0027,0.0057,0.0061,0.007,0.0046,0.0058,0.0036,0.0027
5743,pan_gene_16397,NA,0.0012,0.0053,0.0072,0.0025,0.0093,0.0125,0,0.0011,0.029,NA,0.0066,0.0065,0.0039,0.0069,0.0069,0.0335,0.0016,0.0042,0.0043,0.0078,0.0183,0.2371,0.006,0.0334,0.0829
5792,pan_gene_16459,0.0149,5e-04,0.1055,0.0027,0.0171,0.0133,0.0023,0.0151,0.0035,0.1688,0.0086,0.0069,0.0026,0.2315,0.0418,0.0138,0.0096,0.0018,0.185,0.0045,0.0045,0.0176,0.0159,0.0064,0.01,0.0036
5812,pan_gene_16480,0.003,0.0014,NA,0.0103,0.0302,NA,0.0029,NA,NA,0.0028,NA,NA,0,NA,0.011,0.0084,0.0082,NA,0.0033,0.3183,0,0.0038,0.0157,0.0025,0,0.0045
5824,pan_gene_16493,0.0018,0,0.0054,0.0035,0.0147,0.0014,0.0011,0.0014,0.0019,0.0025,9e-04,0,0.0054,0.0018,0.0027,0.0057,0.0018,0.2418,0.0051,0.0021,5e-04,8e-04,0,0.0016,9e-04,0.0014
5857,pan_gene_16532,0.0022,0,0.0015,0.0109,0.0016,0.0119,0.015,0.0052,0.013,0.0025,0.2182,0.0082,0,0,0.0031,0,0.0013,0.0016,0,0.0044,0,0.0034,0.0034,0.0057,0,0.0012
5865,pan_gene_1654,0.1674,0,0.0131,0.1655,0.2278,0.027,0.1776,0,0.1332,0.0136,0,0.0126,NA,0.0201,0.1647,0.0104,0.0192,0.0086,0.2285,0.0014,0.1946,0.1309,0,0.1243,0.1183,0.0462
5867,pan_gene_16541,NA,NA,0.2058,NA,0.0757,0.006,0.0063,0.0076,0.0487,0.1698,0.0988,NA,0.1117,NA,0.1797,0.1094,NA,0.2225,0.2968,0.1612,NA,NA,NA,0.2718,0.1098,0.066
5900,pan_gene_16576,NA,NA,0.3551,0.0281,NA,NA,NA,0.0209,NA,0.2227,NA,NA,NA,0.0013,0.0017,0.007,0.0214,0.0628,0.0068,NA,NA,0.002,NA,0.0639,0.0037,0.0173
5926,pan_gene_16608,0.0033,0,0,0.0014,0.0109,0.0019,0.0188,0.018,NA,0.3417,0.0044,0,0.0199,0.0013,NA,0,0.0046,0.0018,0.0021,0.0036,0,0,0.0024,0,0.4798,0.0238
6031,pan_gene_16737,NA,NA,0.6781,NA,0.7361,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6369,NA,NA,0.1662,NA,NA
6050,pan_gene_16758,0.144,0.081,0.0804,0.1552,0.2081,0.0529,0.0701,0.0729,0.0512,0.0452,0.1713,0.0516,0.0751,0.1196,0.143,0.1131,0.0514,0.0552,0.0077,0.0379,0.0505,0.0659,0.0212,0.0587,0.1727,0.006
6117,pan_gene_16841,NA,0.0108,NA,NA,NA,NA,0.3555,NA,0.2757,NA,NA,NA,NA,NA,0.2123,NA,NA,0.2888,0.2616,NA,0,0,NA,NA,NA,NA
6131,pan_gene_16860,0.0604,0.0162,0.0687,0.0078,0.0724,0.0039,0.0128,0.0219,0.0058,0.0123,0.0057,0.2966,0.0945,0.2345,0.0833,NA,NA,0.0128,0.1227,0.1266,0.1534,0.0067,0.1144,0.0111,0.0097,0.3395
6197,pan_gene_16951,0.0033,0,0.0065,0.0025,0,0.0012,0.0016,NA,0.1942,0,0.0015,0,0.2473,0.0013,0,0.0037,0,0.0032,0.0018,0,0,0,0.0039,0.0033,0,0
6215,pan_gene_16971,NA,0.1589,0.0137,0.1345,0.1019,0.1217,0.1335,0.0241,0.027,0.0907,0.1618,0.109,0.0818,0.124,NA,0.1456,0.1711,0.0881,0.0913,0.0634,0.0475,0.1642,0.1257,0.0965,0.2203,0.0672
6216,pan_gene_16972,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4287,NA,NA,0.0851
6226,pan_gene_16983,0.0025,0.2589,0.1461,0.0165,0.0315,0.0926,0.0845,0.1493,NA,0.0251,0.2543,0.0081,0.1839,0.1515,NA,0.0153,0.1136,0.0066,0.0188,0.2781,0.1505,0.2074,0.2004,0.0262,0.1903,0.1441
6249,pan_gene_17013,0.0014,0.0022,0.0033,0,0.2507,0,0,0.0019,0,0,0,NA,0.0016,0,NA,0,0,0,0.0046,0.0034,0.0162,0,0.017,0,0.0029,0
6251,pan_gene_17015,0.2627,0.0104,0.014,0.0445,0.0145,0.0279,NA,0.0466,0.0481,0.0028,0.0264,NA,0.0157,0.0054,0.0085,0.0108,0.03,0.0183,0.0027,0.0045,0.0239,0.0253,0.0085,0.0334,0.2236,0.0261
6276,pan_gene_17042,0.1535,0.021,0.1867,0.1103,0.0386,NA,0.0526,0.2092,0.2542,0.0607,0.0411,NA,0.0168,0.0154,NA,0.032,0.1232,0.0367,0.0368,0.0404,NA,0.0622,0.0653,NA,0.0547,0.1795
6310,pan_gene_17083,0.5706,0.6287,NA,0.6612,0.4675,0.4877,0.7915,0.6169,0.5868,0.6465,0.6364,NA,NA,NA,0.5311,0.6471,NA,0.666,NA,0.5143,NA,NA,0.5758,0.6701,0.6015,0.6763
6335,pan_gene_17119,0,0.005,0.0019,7e-04,0.0012,0.001,0.0017,NA,NA,0.6287,0.0303,0.0121,9e-04,9e-04,0.0022,0.0129,0,0.0013,0.0034,0.0127,0.0051,0.0066,0.0039,0.0011,0.01,0.0062
6385,pan_gene_1718,NA,0.7,0.5799,NA,NA,NA,NA,0.4563,NA,NA,0.619,NA,NA,0.3639,0.3741,0.6675,0.7896,NA,0.7733,0.7403,NA,0.8077,0.6244,NA,0.4298,NA
6391,pan_gene_17187,0.0655,0.0015,0.0193,0.0045,0.0222,0.0078,0.0118,0.0046,0.0033,0.0102,0.0053,0.0051,0.011,0.0157,0.0216,0.0036,0.0192,0.006,0.2026,0.0153,0.0061,0.0207,0.047,0.0125,0.0131,0.0072
6400,pan_gene_17196,0.3061,NA,0.1789,NA,0.2195,0.1207,NA,NA,0.2228,NA,0.2904,0.3499,0.4229,0.1938,NA,NA,0.3517,NA,NA,NA,0.3155,NA,NA,NA,NA,0.2124
6478,pan_gene_17277,0,0,0.1292,0.086,0,0.1188,0.1494,0.1037,0,0.013,0.1036,0,0,0,0,0.1476,0.0018,0.0042,0.0026,0.022,0,0.0079,9e-04,0.2567,0.0014,0.0889
6483,pan_gene_17283,0.6429,0.6038,NA,0.4563,0.7273,0.6615,0.7703,0.7259,0.5522,0.6645,0.6408,0,0,0.6061,0.6154,0.7143,0.7066,0.6537,0.6527,0.6339,0.6045,0.6294,0.5698,0.7171,0.5333,0.1818
6514,pan_gene_17320,NA,0.0034,NA,0.5936,NA,0,NA,NA,NA,0.6291,NA,0.6034,NA,0.0014,NA,0,0.6754,0,0.0097,NA,0.5661,0.0063,0,NA,NA,NA
6525,pan_gene_17330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA
6548,pan_gene_17354,NA,NA,0,0,0.0027,8e-04,0.0014,0,8e-04,0.0031,0.276,9e-04,0.004,NA,0,0.0011,0,0.001,6e-04,0,0,0.0132,5e-04,0,7e-04,8e-04
6601,pan_gene_17408,0.0044,0.0048,0,9e-04,NA,0.0095,8e-04,0.0012,0.2796,NA,NA,0.0037,0.0031,NA,NA,0.0028,0.0014,6e-04,0,0.1707,0.0027,9e-04,0,0.0032,0.0011,0.0038
6607,pan_gene_17413,NA,0.1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6576,NA,0.483,NA,NA,NA,NA,NA,NA
6671,pan_gene_17490,0.0124,0.0011,0,0.0046,0,0.2219,NA,0.0022,0.0021,0.0013,0.1396,0.0915,0.0013,0,NA,0,0,0,0,0.0011,0.0017,0.0065,0,0,9e-04,0.0029
6729,pan_gene_17564,NA,0.0062,0.0043,0.0022,0.0103,0.0091,5e-04,0.0014,0.0191,0.1266,0.0218,0.0063,0.028,0.0074,0.0093,0.2758,0.0246,0.0029,0.0037,0.0103,0.0054,0.0188,0.0101,0.0048,0.0097,0.0045
6742,pan_gene_1758,NA,NA,8e-04,0,9e-04,0.0021,0.0029,0.0493,0.0014,0,0.0013,0.3095,NA,NA,0,0.0087,NA,0.0017,0.0127,7e-04,NA,NA,0,0,0.001,8e-04
6778,pan_gene_17620,0.0798,0.1022,0.0157,0,0.3286,0.0404,0.0017,0.4329,0.0019,0,0.3588,0.1216,0.1805,6e-04,0,9e-04,0.0018,0,0,0,0,0.0029,6e-04,0,0.0027,0.088
6825,pan_gene_17670,0.0568,0.0083,0.2196,0.0043,0,0.0107,7e-04,0,9e-04,0.0208,8e-04,0,0.0019,NA,0,0.0019,0.0085,0.0062,NA,0.002,0.0033,0.1633,0.0049,0.0032,0.0026,0.1898
6884,pan_gene_17742,NA,NA,NA,0.6083,0.719,NA,0.7479,0.6571,NA,0.6131,0.616,0.5068,0.6257,NA,NA,0.7573,0.8128,0.7433,NA,NA,0.5033,0.6907,NA,0.7333,NA,NA
6904,pan_gene_17768,NA,NA,0.7588,NA,NA,0.096,NA,NA,NA,NA,0.0741,NA,NA,NA,NA,NA,0.581,0.1093,0.6786,NA,NA,NA,NA,NA,NA,0.7414
6912,pan_gene_17777,0.066,NA,0.0026,0.0034,0.0751,0.001,0.0029,0.0013,0,0.2023,0.002,0.0012,0.1815,7e-04,9e-04,0.0021,0.0011,8e-04,0,0,0,0.001,0.1406,0.1622,0.1176,0.0027
6940,pan_gene_17808,0.0314,0.0095,0.0599,0.0349,0.004,0.012,0.0102,0.1743,0.0089,0.1497,0.007,0.2101,0.0236,0.0073,0.0154,0.0179,0.0362,0.0433,0.0199,0.0114,0.0044,0.0133,0.0462,0.002,0.029,0.02
6941,pan_gene_17809,0.0018,0.0518,0,0,0,0.0226,0.0022,0.0055,0,0.1496,0,0,0.0028,0.0032,0.0024,0.0204,0.0025,0,0,0.0512,0.0032,0.0072,0.2256,0.4527,0.1478,0.0506
6943,pan_gene_17817,NA,NA,NA,NA,NA,0.7206,NA,NA,NA,NA,NA,NA,NA,0.7428,NA,0.6667,NA,NA,0.5129,NA,NA,NA,NA,NA,0.6764,NA
6947,pan_gene_17820,NA,0.1081,NA,NA,0.0786,0.0771,NA,NA,NA,NA,NA,NA,NA,0.0959,NA,NA,0.1359,0.1305,NA,NA,NA,NA,0.4004,0.4578,0.1245,NA
